'EPIC In.PID.wOP Log File

'Date,In.PID.wOP
08/06/2023 06:17:20.977,7.400
08/06/2023 06:17:21.987,7.500
08/06/2023 06:17:22.996,7.500
08/06/2023 06:17:24.008,7.500
08/06/2023 06:17:25.044,7.500
08/06/2023 06:17:26.064,7.500
08/06/2023 06:17:27.077,7.400
08/06/2023 06:17:28.101,7.400
08/06/2023 06:17:29.113,7.400
08/06/2023 06:17:30.133,7.400
08/06/2023 06:17:31.152,7.400
08/06/2023 06:17:32.162,7.400
08/06/2023 06:17:33.174,7.500
08/06/2023 06:17:34.199,7.600
08/06/2023 06:17:35.219,7.400
08/06/2023 06:17:36.239,7.500
08/06/2023 06:17:37.262,7.500
08/06/2023 06:17:38.284,7.500
08/06/2023 06:17:39.306,7.500
08/06/2023 06:17:40.328,7.400
08/06/2023 06:17:41.341,7.400
08/06/2023 06:17:42.354,7.400
08/06/2023 06:17:43.363,7.500
08/06/2023 06:17:44.373,7.400
08/06/2023 06:17:45.384,7.500
08/06/2023 06:17:46.394,7.500
08/06/2023 06:17:47.404,7.400
08/06/2023 06:17:48.427,7.500
08/06/2023 06:17:49.448,7.400
08/06/2023 06:17:50.457,7.600
08/06/2023 06:17:51.480,7.500
08/06/2023 06:17:52.504,7.400
08/06/2023 06:17:53.532,7.400
08/06/2023 06:17:54.551,7.500
08/06/2023 06:17:55.567,7.400
08/06/2023 06:17:56.584,7.500
08/06/2023 06:17:57.603,7.400
08/06/2023 06:17:58.611,7.500
08/06/2023 06:17:59.637,7.500
08/06/2023 06:18:00.654,7.400
08/06/2023 06:18:01.672,7.400
08/06/2023 06:18:02.687,7.500
08/06/2023 06:18:03.705,7.500
08/06/2023 06:18:04.722,7.500
08/06/2023 06:18:05.742,7.400
08/06/2023 06:18:06.763,7.500
08/06/2023 06:18:07.771,7.500
08/06/2023 06:18:08.793,7.500
08/06/2023 06:18:09.802,7.400
08/06/2023 06:18:10.817,7.500
08/06/2023 06:18:11.834,7.400
08/06/2023 06:18:12.856,7.500
08/06/2023 06:18:13.879,7.500
08/06/2023 06:18:14.890,7.500
08/06/2023 06:18:15.902,7.500
08/06/2023 06:18:16.930,7.600
08/06/2023 06:18:17.952,7.500
08/06/2023 06:18:18.971,7.500
08/06/2023 06:18:19.989,7.400
08/06/2023 06:18:21.011,7.600
08/06/2023 06:18:22.024,7.400
08/06/2023 06:18:23.033,7.500
08/06/2023 06:18:24.043,7.500
08/06/2023 06:18:25.054,7.600
08/06/2023 06:18:26.077,7.400
08/06/2023 06:18:27.087,7.500
08/06/2023 06:18:28.096,7.500
08/06/2023 06:18:29.104,7.400
08/06/2023 06:18:30.128,7.500
08/06/2023 06:18:31.150,7.600
08/06/2023 06:18:32.173,7.400
08/06/2023 06:18:33.187,7.500
08/06/2023 06:18:34.195,7.500
08/06/2023 06:18:35.213,7.500
08/06/2023 06:18:36.232,7.400
08/06/2023 06:18:37.256,7.400
08/06/2023 06:18:38.276,7.400
08/06/2023 06:18:39.287,7.500
08/06/2023 06:18:40.296,7.400
08/06/2023 06:18:41.319,7.400
08/06/2023 06:18:42.346,7.600
08/06/2023 06:18:43.365,7.500
08/06/2023 06:18:44.384,7.400
08/06/2023 06:18:45.393,7.400
08/06/2023 06:18:46.402,7.500
08/06/2023 06:18:47.414,7.600
08/06/2023 06:18:48.425,7.500
08/06/2023 06:18:49.447,7.600
08/06/2023 06:18:50.474,7.500
08/06/2023 06:18:51.490,7.500
08/06/2023 06:18:52.521,7.500
08/06/2023 06:18:53.547,7.400
08/06/2023 06:18:54.570,7.500
08/06/2023 06:18:55.583,7.500
08/06/2023 06:18:56.606,7.400
08/06/2023 06:18:57.629,7.600
08/06/2023 06:18:58.641,7.500
08/06/2023 06:18:59.662,7.400
08/06/2023 06:19:00.686,7.500
08/06/2023 06:19:01.707,7.600
08/06/2023 06:19:02.734,7.500
08/06/2023 06:19:03.756,7.400
08/06/2023 06:19:04.779,7.400
08/06/2023 06:19:05.802,7.500
08/06/2023 06:19:06.825,7.400
08/06/2023 06:19:07.846,7.500
08/06/2023 06:19:08.869,7.500
08/06/2023 06:19:09.891,7.500
08/06/2023 06:19:10.902,7.500
08/06/2023 06:19:11.912,7.400
08/06/2023 06:19:12.939,7.600
08/06/2023 06:19:13.956,7.400
08/06/2023 06:19:14.976,7.500
08/06/2023 06:19:15.986,7.400
08/06/2023 06:19:17.008,7.500
08/06/2023 06:19:18.020,7.500
08/06/2023 06:19:19.029,7.400
08/06/2023 06:19:20.038,7.400
08/06/2023 06:19:21.050,7.400
08/06/2023 06:19:22.062,7.600
08/06/2023 06:19:23.084,7.500
08/06/2023 06:19:24.103,7.500
08/06/2023 06:19:25.126,7.500
08/06/2023 06:19:26.135,7.500
08/06/2023 06:19:27.148,7.400
08/06/2023 06:19:28.170,7.500
08/06/2023 06:19:29.194,7.400
08/06/2023 06:19:30.210,7.400
08/06/2023 06:19:31.234,7.400
08/06/2023 06:19:32.257,7.400
08/06/2023 06:19:33.281,7.400
08/06/2023 06:19:34.302,7.400
08/06/2023 06:19:35.312,7.500
08/06/2023 06:19:36.323,7.500
08/06/2023 06:19:37.344,7.400
08/06/2023 06:19:38.365,7.500
08/06/2023 06:19:39.384,7.500
08/06/2023 06:19:40.406,7.400
08/06/2023 06:19:41.417,7.400
08/06/2023 06:19:42.439,7.400
08/06/2023 06:19:43.450,7.400
08/06/2023 06:19:44.473,7.400
08/06/2023 06:19:45.482,7.500
08/06/2023 06:19:46.505,7.400
08/06/2023 06:19:47.515,7.400
08/06/2023 06:19:48.539,7.400
08/06/2023 06:19:49.562,7.500
08/06/2023 06:19:50.584,7.400
08/06/2023 06:19:51.592,7.500
08/06/2023 06:19:52.602,7.600
08/06/2023 06:19:53.638,7.400
08/06/2023 06:19:54.648,7.500
08/06/2023 06:19:55.658,7.600
08/06/2023 06:19:56.668,7.500
08/06/2023 06:19:57.678,7.400
08/06/2023 06:19:58.716,7.500
08/06/2023 06:19:59.738,7.400
08/06/2023 06:20:00.762,7.600
08/06/2023 06:20:01.785,7.400
08/06/2023 06:20:02.799,7.500
08/06/2023 06:20:03.808,7.600
08/06/2023 06:20:04.817,7.300
08/06/2023 06:20:05.826,7.400
08/06/2023 06:20:06.836,7.400
08/06/2023 06:20:07.849,7.500
08/06/2023 06:20:08.863,7.500
08/06/2023 06:20:09.884,7.400
08/06/2023 06:20:10.904,7.500
08/06/2023 06:20:11.917,7.500
08/06/2023 06:20:12.937,7.500
08/06/2023 06:20:13.967,7.500
08/06/2023 06:20:14.979,7.400
08/06/2023 06:20:15.988,7.500
08/06/2023 06:20:16.998,7.500
08/06/2023 06:20:18.007,7.500
08/06/2023 06:20:19.016,7.500
08/06/2023 06:20:20.026,7.500
08/06/2023 06:20:21.034,7.400
08/06/2023 06:20:22.042,7.500
08/06/2023 06:20:23.051,7.500
08/06/2023 06:20:24.059,7.600
08/06/2023 06:20:25.071,7.600
08/06/2023 06:20:26.083,7.500
08/06/2023 06:20:27.105,7.500
08/06/2023 06:20:28.113,7.500
08/06/2023 06:20:29.124,7.400
08/06/2023 06:20:30.150,7.500
08/06/2023 06:20:31.169,7.500
08/06/2023 06:20:32.192,7.500
08/06/2023 06:20:33.211,7.600
08/06/2023 06:20:34.225,7.500
08/06/2023 06:20:35.232,7.500
08/06/2023 06:20:36.256,7.500
08/06/2023 06:20:37.264,7.400
08/06/2023 06:20:38.278,7.400
08/06/2023 06:20:39.293,7.500
08/06/2023 06:20:40.315,7.500
08/06/2023 06:20:41.323,7.400
08/06/2023 06:20:42.333,7.500
08/06/2023 06:20:43.354,7.500
08/06/2023 06:20:44.373,7.600
08/06/2023 06:20:45.383,7.400
08/06/2023 06:20:46.394,7.500
08/06/2023 06:20:47.417,7.500
08/06/2023 06:20:48.427,7.500
08/06/2023 06:20:49.435,7.500
08/06/2023 06:20:50.459,7.300
08/06/2023 06:20:51.469,7.500
08/06/2023 06:20:52.479,7.500
08/06/2023 06:20:53.496,7.400
08/06/2023 06:20:54.515,7.600
08/06/2023 06:20:55.531,7.600
08/06/2023 06:20:56.549,7.400
08/06/2023 06:20:57.571,7.400
08/06/2023 06:20:58.591,7.500
08/06/2023 06:20:59.604,7.400
08/06/2023 06:21:00.613,7.600
08/06/2023 06:21:01.630,7.400
08/06/2023 06:21:02.655,7.400
08/06/2023 06:21:03.666,7.400
08/06/2023 06:21:04.691,7.500
08/06/2023 06:21:05.710,7.400
08/06/2023 06:21:06.724,7.300
08/06/2023 06:21:07.733,7.600
08/06/2023 06:21:08.753,7.400
08/06/2023 06:21:09.776,7.500
08/06/2023 06:21:10.799,7.500
08/06/2023 06:21:11.808,7.400
08/06/2023 06:21:12.828,7.500
08/06/2023 06:21:13.848,7.400
08/06/2023 06:21:14.868,7.400
08/06/2023 06:21:15.882,7.400
08/06/2023 06:21:16.893,7.500
08/06/2023 06:21:17.915,7.300
08/06/2023 06:21:18.936,7.500
08/06/2023 06:21:19.960,7.600
08/06/2023 06:21:20.997,7.400
08/06/2023 06:21:22.015,7.500
08/06/2023 06:21:23.036,7.400
08/06/2023 06:21:24.045,7.500
08/06/2023 06:21:25.055,7.500
08/06/2023 06:21:26.077,7.500
08/06/2023 06:21:27.100,7.500
08/06/2023 06:21:28.113,7.400
08/06/2023 06:21:29.136,7.400
08/06/2023 06:21:30.160,7.500
08/06/2023 06:21:31.180,7.500
08/06/2023 06:21:32.201,7.500
08/06/2023 06:21:33.220,7.500
08/06/2023 06:21:34.235,7.400
08/06/2023 06:21:35.255,7.400
08/06/2023 06:21:36.265,7.500
08/06/2023 06:21:37.294,7.300
08/06/2023 06:21:38.302,7.400
08/06/2023 06:21:39.314,7.500
08/06/2023 06:21:40.334,7.600
08/06/2023 06:21:41.355,7.500
08/06/2023 06:21:42.376,7.400
08/06/2023 06:21:43.387,7.500
08/06/2023 06:21:44.405,7.500
08/06/2023 06:21:45.417,7.500
08/06/2023 06:21:46.425,7.400
08/06/2023 06:21:47.449,7.400
08/06/2023 06:21:48.459,7.500
08/06/2023 06:21:49.479,7.500
08/06/2023 06:21:50.488,7.400
08/06/2023 06:21:51.511,7.500
08/06/2023 06:21:52.533,7.400
08/06/2023 06:21:53.552,7.500
08/06/2023 06:21:54.578,7.500
08/06/2023 06:21:55.588,7.500
08/06/2023 06:21:56.610,7.400
08/06/2023 06:21:57.632,7.400
08/06/2023 06:21:58.641,7.400
08/06/2023 06:21:59.661,7.500
08/06/2023 06:22:00.671,7.400
08/06/2023 06:22:01.694,7.500
08/06/2023 06:22:02.718,7.400
08/06/2023 06:22:03.739,7.500
08/06/2023 06:22:04.751,7.500
08/06/2023 06:22:05.759,7.500
08/06/2023 06:22:06.783,7.400
08/06/2023 06:22:07.807,7.500
08/06/2023 06:22:08.824,7.500
08/06/2023 06:22:09.834,7.500
08/06/2023 06:22:10.855,7.500
08/06/2023 06:22:11.878,7.400
08/06/2023 06:22:12.901,7.400
08/06/2023 06:22:13.909,7.400
08/06/2023 06:22:14.929,7.500
08/06/2023 06:22:15.965,7.400
08/06/2023 06:22:16.975,7.500
08/06/2023 06:22:17.995,7.500
08/06/2023 06:22:19.019,7.400
08/06/2023 06:22:20.028,7.500
08/06/2023 06:22:21.039,7.600
08/06/2023 06:22:22.064,7.500
08/06/2023 06:22:23.086,7.500
08/06/2023 06:22:24.096,7.500
08/06/2023 06:22:25.106,7.400
08/06/2023 06:22:26.129,7.500
08/06/2023 06:22:27.143,7.400
08/06/2023 06:22:28.155,7.400
08/06/2023 06:22:29.164,7.500
08/06/2023 06:22:30.185,7.400
08/06/2023 06:22:31.194,7.500
08/06/2023 06:22:32.205,7.500
08/06/2023 06:22:33.225,7.500
08/06/2023 06:22:34.238,7.500
08/06/2023 06:22:35.249,7.400
08/06/2023 06:22:36.277,7.500
08/06/2023 06:22:37.296,7.600
08/06/2023 06:22:38.317,7.400
08/06/2023 06:22:39.338,7.500
08/06/2023 06:22:40.358,7.400
08/06/2023 06:22:41.385,7.500
08/06/2023 06:22:42.406,7.500
08/06/2023 06:22:43.435,7.400
08/06/2023 06:22:44.447,7.500
08/06/2023 06:22:45.468,7.400
08/06/2023 06:22:46.475,7.500
08/06/2023 06:22:47.487,7.500
08/06/2023 06:22:48.504,7.500
08/06/2023 06:22:49.527,7.400
08/06/2023 06:22:50.547,7.500
08/06/2023 06:22:51.559,7.500
08/06/2023 06:22:52.579,7.400
08/06/2023 06:22:53.595,7.500
08/06/2023 06:22:54.613,7.400
08/06/2023 06:22:55.632,7.400
08/06/2023 06:22:56.658,7.500
08/06/2023 06:22:57.673,7.500
08/06/2023 06:22:58.695,7.500
08/06/2023 06:22:59.709,7.500
08/06/2023 06:23:00.728,7.500
08/06/2023 06:23:01.749,7.400
08/06/2023 06:23:02.775,7.400
08/06/2023 06:23:03.789,7.400
08/06/2023 06:23:04.798,7.500
08/06/2023 06:23:05.819,7.500
08/06/2023 06:23:06.849,7.500
08/06/2023 06:23:07.865,7.500
08/06/2023 06:23:08.875,7.400
08/06/2023 06:23:09.894,7.500
08/06/2023 06:23:10.902,7.500
08/06/2023 06:23:11.924,7.500
08/06/2023 06:23:12.935,7.400
08/06/2023 06:23:13.946,7.500
08/06/2023 06:23:14.967,7.500
08/06/2023 06:23:15.977,7.500
08/06/2023 06:23:16.993,7.400
08/06/2023 06:23:18.006,7.400
08/06/2023 06:23:19.015,7.500
08/06/2023 06:23:20.026,7.400
08/06/2023 06:23:21.047,7.400
08/06/2023 06:23:22.057,7.500
08/06/2023 06:23:23.066,7.400
08/06/2023 06:23:24.088,7.400
08/06/2023 06:23:25.099,7.500
08/06/2023 06:23:26.123,7.400
08/06/2023 06:23:27.146,7.500
08/06/2023 06:23:28.157,7.500
08/06/2023 06:23:29.180,7.400
08/06/2023 06:23:30.188,7.400
08/06/2023 06:23:31.210,7.400
08/06/2023 06:23:32.219,7.500
08/06/2023 06:23:33.232,7.500
08/06/2023 06:23:34.242,7.500
08/06/2023 06:23:35.264,7.400
08/06/2023 06:23:36.271,7.500
08/06/2023 06:23:37.279,7.400
08/06/2023 06:23:38.306,7.500
08/06/2023 06:23:39.327,7.500
08/06/2023 06:23:40.340,7.500
08/06/2023 06:23:41.362,7.400
08/06/2023 06:23:42.383,7.500
08/06/2023 06:23:43.393,7.400
08/06/2023 06:23:44.402,7.400
08/06/2023 06:23:45.412,7.500
08/06/2023 06:23:46.424,7.500
08/06/2023 06:23:47.433,7.400
08/06/2023 06:23:48.445,7.400
08/06/2023 06:23:49.464,7.600
08/06/2023 06:23:50.484,7.600
08/06/2023 06:23:51.506,7.500
08/06/2023 06:23:52.526,7.400
08/06/2023 06:23:53.543,7.400
08/06/2023 06:23:54.564,7.500
08/06/2023 06:23:55.585,7.600
08/06/2023 06:23:56.609,7.400
08/06/2023 06:23:57.625,7.400
08/06/2023 06:23:58.634,7.400
08/06/2023 06:23:59.645,7.400
08/06/2023 06:24:00.658,7.500
08/06/2023 06:24:01.678,7.400
08/06/2023 06:24:02.698,7.500
08/06/2023 06:24:03.717,7.500
08/06/2023 06:24:04.727,7.500
08/06/2023 06:24:05.748,7.600
08/06/2023 06:24:06.775,7.400
08/06/2023 06:24:07.796,7.400
08/06/2023 06:24:08.806,7.500
08/06/2023 06:24:09.813,7.600
08/06/2023 06:24:10.824,7.500
08/06/2023 06:24:11.843,7.400
08/06/2023 06:24:12.854,7.500
08/06/2023 06:24:13.864,7.400
08/06/2023 06:24:14.889,7.500
08/06/2023 06:24:15.911,7.400
08/06/2023 06:24:16.931,7.500
08/06/2023 06:24:17.953,7.500
08/06/2023 06:24:18.961,7.500
08/06/2023 06:24:19.970,7.400
08/06/2023 06:24:20.981,7.400
08/06/2023 06:24:22.004,7.500
08/06/2023 06:24:23.012,7.500
08/06/2023 06:24:24.034,7.500
08/06/2023 06:24:25.045,7.400
08/06/2023 06:24:26.062,7.300
08/06/2023 06:24:27.074,7.400
08/06/2023 06:24:28.097,7.500
08/06/2023 06:24:29.142,7.400
08/06/2023 06:24:30.159,7.500
08/06/2023 06:24:31.178,7.400
08/06/2023 06:24:32.188,7.500
08/06/2023 06:24:33.200,7.500
08/06/2023 06:24:34.224,7.500
08/06/2023 06:24:35.237,7.500
08/06/2023 06:24:36.262,7.500
08/06/2023 06:24:37.286,7.500
08/06/2023 06:24:38.294,7.500
08/06/2023 06:24:39.319,7.400
08/06/2023 06:24:40.335,7.500
08/06/2023 06:24:41.357,7.400
08/06/2023 06:24:42.381,7.500
08/06/2023 06:24:43.400,7.600
08/06/2023 06:24:44.424,7.500
08/06/2023 06:24:45.447,7.500
08/06/2023 06:24:46.470,7.500
08/06/2023 06:24:47.484,7.500
08/06/2023 06:24:48.493,7.400
08/06/2023 06:24:49.516,7.400
08/06/2023 06:24:50.525,7.500
08/06/2023 06:24:51.537,7.500
08/06/2023 06:24:52.547,7.500
08/06/2023 06:24:53.566,7.400
08/06/2023 06:24:54.588,7.400
08/06/2023 06:24:55.622,7.400
08/06/2023 06:24:56.645,7.400
08/06/2023 06:24:57.669,7.400
08/06/2023 06:24:58.692,7.500
08/06/2023 06:24:59.699,7.500
08/06/2023 06:25:00.707,7.600
08/06/2023 06:25:01.717,7.500
08/06/2023 06:25:02.745,7.400
08/06/2023 06:25:03.771,7.500
08/06/2023 06:25:04.782,7.500
08/06/2023 06:25:05.794,7.500
08/06/2023 06:25:06.806,7.500
08/06/2023 06:25:07.821,7.400
08/06/2023 06:25:08.844,7.400
08/06/2023 06:25:09.854,7.500
08/06/2023 06:25:10.862,7.500
08/06/2023 06:25:11.882,7.600
08/06/2023 06:25:12.893,7.500
08/06/2023 06:25:13.909,7.500
08/06/2023 06:25:14.918,7.500
08/06/2023 06:25:15.940,7.400
08/06/2023 06:25:16.962,7.500
08/06/2023 06:25:17.981,7.400
08/06/2023 06:25:19.003,7.400
08/06/2023 06:25:20.023,7.600
08/06/2023 06:25:21.045,7.500
08/06/2023 06:25:22.055,7.400
08/06/2023 06:25:23.077,7.400
08/06/2023 06:25:24.086,7.400
08/06/2023 06:25:25.107,7.600
08/06/2023 06:25:26.116,7.500
08/06/2023 06:25:27.139,7.500
08/06/2023 06:25:28.162,7.500
08/06/2023 06:25:29.170,7.400
08/06/2023 06:25:30.177,7.400
08/06/2023 06:25:31.199,7.500
08/06/2023 06:25:32.208,7.500
08/06/2023 06:25:33.228,7.500
08/06/2023 06:25:34.238,7.500
08/06/2023 06:25:35.258,7.400
08/06/2023 06:25:36.280,7.500
08/06/2023 06:25:37.303,7.500
08/06/2023 06:25:38.327,7.500
08/06/2023 06:25:39.354,7.500
08/06/2023 06:25:40.363,7.500
08/06/2023 06:25:41.386,7.400
08/06/2023 06:25:42.407,7.400
08/06/2023 06:25:43.428,7.500
08/06/2023 06:25:44.442,7.500
08/06/2023 06:25:45.462,7.600
08/06/2023 06:25:46.480,7.400
08/06/2023 06:25:47.498,7.500
08/06/2023 06:25:48.513,7.400
08/06/2023 06:25:49.531,7.500
08/06/2023 06:25:50.549,7.500
08/06/2023 06:25:51.572,7.500
08/06/2023 06:25:52.594,7.500
08/06/2023 06:25:53.605,7.400
08/06/2023 06:25:54.626,7.500
08/06/2023 06:25:55.649,7.500
08/06/2023 06:25:56.677,7.400
08/06/2023 06:25:57.695,7.400
08/06/2023 06:25:58.709,7.500
08/06/2023 06:25:59.721,7.400
08/06/2023 06:26:00.754,7.400
08/06/2023 06:26:01.780,7.500
08/06/2023 06:26:02.809,7.400
08/06/2023 06:26:03.829,7.400
08/06/2023 06:26:04.842,7.500
08/06/2023 06:26:05.862,7.400
08/06/2023 06:26:06.901,7.400
08/06/2023 06:26:07.925,7.600
08/06/2023 06:26:08.948,7.500
08/06/2023 06:26:09.968,7.500
08/06/2023 06:26:10.986,7.400
08/06/2023 06:26:12.003,7.500
08/06/2023 06:26:13.026,7.400
08/06/2023 06:26:14.054,7.400
08/06/2023 06:26:15.077,7.400
08/06/2023 06:26:16.102,7.500
08/06/2023 06:26:17.122,7.400
08/06/2023 06:26:18.143,7.500
08/06/2023 06:26:19.158,7.500
08/06/2023 06:26:20.181,7.400
08/06/2023 06:26:21.200,7.500
08/06/2023 06:26:22.232,7.500
08/06/2023 06:26:23.249,7.500
08/06/2023 06:26:24.278,7.400
08/06/2023 06:26:25.287,7.500
08/06/2023 06:26:26.300,7.500
08/06/2023 06:26:27.319,7.500
08/06/2023 06:26:28.330,7.400
08/06/2023 06:26:29.354,7.500
08/06/2023 06:26:30.364,7.500
08/06/2023 06:26:31.372,7.600
08/06/2023 06:26:32.381,7.400
08/06/2023 06:26:33.403,7.400
08/06/2023 06:26:34.429,7.500
08/06/2023 06:26:35.438,7.500
08/06/2023 06:26:36.449,7.500
08/06/2023 06:26:37.460,7.400
08/06/2023 06:26:38.470,7.500
08/06/2023 06:26:39.479,7.400
08/06/2023 06:26:40.488,7.400
08/06/2023 06:26:41.501,7.400
08/06/2023 06:26:42.509,7.400
08/06/2023 06:26:43.534,7.500
08/06/2023 06:26:44.550,7.500
08/06/2023 06:26:45.577,7.500
08/06/2023 06:26:46.600,7.400
08/06/2023 06:26:47.610,7.500
08/06/2023 06:26:48.623,7.300
08/06/2023 06:26:49.635,7.400
08/06/2023 06:26:50.648,7.500
08/06/2023 06:26:51.656,7.500
08/06/2023 06:26:52.680,7.500
08/06/2023 06:26:53.702,7.600
08/06/2023 06:26:54.718,7.500
08/06/2023 06:26:55.741,7.500
08/06/2023 06:26:56.764,7.500
08/06/2023 06:26:57.781,7.400
08/06/2023 06:26:58.801,7.500
08/06/2023 06:26:59.833,7.500
08/06/2023 06:27:00.854,7.400
08/06/2023 06:27:01.876,7.500
08/06/2023 06:27:02.900,7.500
08/06/2023 06:27:03.925,7.400
08/06/2023 06:27:04.952,7.600
08/06/2023 06:27:05.973,7.500
08/06/2023 06:27:06.993,7.400
08/06/2023 06:27:08.014,7.600
08/06/2023 06:27:09.029,7.500
08/06/2023 06:27:10.045,7.500
08/06/2023 06:27:11.066,7.500
08/06/2023 06:27:12.077,7.500
08/06/2023 06:27:13.104,7.500
08/06/2023 06:27:14.127,7.400
08/06/2023 06:27:15.151,7.500
08/06/2023 06:27:16.171,7.500
08/06/2023 06:27:17.187,7.500
08/06/2023 06:27:18.198,7.500
08/06/2023 06:27:19.223,7.400
08/06/2023 06:27:20.236,7.400
08/06/2023 06:27:21.246,7.500
08/06/2023 06:27:22.259,7.500
08/06/2023 06:27:23.281,7.400
08/06/2023 06:27:24.312,7.600
08/06/2023 06:27:25.335,7.500
08/06/2023 06:27:26.349,7.400
08/06/2023 06:27:27.359,7.500
08/06/2023 06:27:28.381,7.500
08/06/2023 06:27:29.400,7.500
08/06/2023 06:27:30.421,7.500
08/06/2023 06:27:31.443,7.500
08/06/2023 06:27:32.465,7.500
08/06/2023 06:27:33.488,7.400
08/06/2023 06:27:34.518,7.600
08/06/2023 06:27:35.536,7.400
08/06/2023 06:27:36.559,7.400
08/06/2023 06:27:37.579,7.300
08/06/2023 06:27:38.594,7.500
08/06/2023 06:27:39.603,7.400
08/06/2023 06:27:40.614,7.600
08/06/2023 06:27:41.634,7.500
08/06/2023 06:27:42.645,7.400
08/06/2023 06:27:43.653,7.500
08/06/2023 06:27:44.665,7.600
08/06/2023 06:27:45.677,7.400
08/06/2023 06:27:46.686,7.500
08/06/2023 06:27:47.708,7.600
08/06/2023 06:27:48.732,7.500
08/06/2023 06:27:49.754,7.500
08/06/2023 06:27:50.768,7.400
08/06/2023 06:27:51.778,7.500
08/06/2023 06:27:52.789,7.500
08/06/2023 06:27:53.799,7.400
08/06/2023 06:27:54.815,7.400
08/06/2023 06:27:55.825,7.500
08/06/2023 06:27:56.845,7.500
08/06/2023 06:27:57.858,7.400
08/06/2023 06:27:58.867,7.500
08/06/2023 06:27:59.889,7.500
08/06/2023 06:28:00.901,7.500
08/06/2023 06:28:01.908,7.600
08/06/2023 06:28:02.932,7.500
08/06/2023 06:28:03.946,7.400
08/06/2023 06:28:04.957,7.400
08/06/2023 06:28:05.982,7.500
08/06/2023 06:28:07.001,7.500
08/06/2023 06:28:08.023,7.600
08/06/2023 06:28:09.035,7.600
08/06/2023 06:28:10.052,7.400
08/06/2023 06:28:11.060,7.500
08/06/2023 06:28:12.077,7.500
08/06/2023 06:28:13.099,7.500
08/06/2023 06:28:14.108,7.500
08/06/2023 06:28:15.118,7.300
08/06/2023 06:28:16.141,7.400
08/06/2023 06:28:17.152,7.400
08/06/2023 06:28:18.163,7.500
08/06/2023 06:28:19.185,7.400
08/06/2023 06:28:20.205,7.400
08/06/2023 06:28:21.215,7.400
08/06/2023 06:28:22.231,7.400
08/06/2023 06:28:23.252,7.500
08/06/2023 06:28:24.272,7.400
08/06/2023 06:28:25.283,7.500
08/06/2023 06:28:26.299,7.600
08/06/2023 06:28:27.321,7.500
08/06/2023 06:28:28.334,7.400
08/06/2023 06:28:29.346,7.400
08/06/2023 06:28:30.368,7.500
08/06/2023 06:28:31.380,7.400
08/06/2023 06:28:32.396,7.500
08/06/2023 06:28:33.417,7.400
08/06/2023 06:28:34.440,7.400
08/06/2023 06:28:35.454,7.500
08/06/2023 06:28:36.475,7.600
08/06/2023 06:28:37.488,7.500
08/06/2023 06:28:38.499,7.400
08/06/2023 06:28:39.511,7.500
08/06/2023 06:28:40.533,7.400
08/06/2023 06:28:41.547,7.400
08/06/2023 06:28:42.568,7.500
08/06/2023 06:28:43.578,7.400
08/06/2023 06:28:44.599,7.400
08/06/2023 06:28:45.609,7.400
08/06/2023 06:28:46.617,7.400
08/06/2023 06:28:47.629,7.500
08/06/2023 06:28:48.652,7.500
08/06/2023 06:28:49.663,7.400
08/06/2023 06:28:50.685,7.500
08/06/2023 06:28:51.707,7.500
08/06/2023 06:28:52.717,7.400
08/06/2023 06:28:53.740,7.400
08/06/2023 06:28:54.777,7.500
08/06/2023 06:28:55.788,7.500
08/06/2023 06:28:56.811,7.400
08/06/2023 06:28:57.833,7.400
08/06/2023 06:28:58.852,7.500
08/06/2023 06:28:59.876,7.500
08/06/2023 06:29:00.899,7.500
08/06/2023 06:29:01.920,7.500
08/06/2023 06:29:02.930,7.500
08/06/2023 06:29:03.951,7.500
08/06/2023 06:29:04.972,7.500
08/06/2023 06:29:05.982,7.600
08/06/2023 06:29:06.995,7.500
08/06/2023 06:29:08.020,7.400
08/06/2023 06:29:09.037,7.400
08/06/2023 06:29:10.047,7.500
08/06/2023 06:29:11.069,7.400
08/06/2023 06:29:12.088,7.500
08/06/2023 06:29:13.108,7.400
08/06/2023 06:29:14.131,7.400
08/06/2023 06:29:15.143,7.600
08/06/2023 06:29:16.152,7.400
08/06/2023 06:29:17.176,7.600
08/06/2023 06:29:18.197,7.400
08/06/2023 06:29:19.206,7.400
08/06/2023 06:29:20.216,7.300
08/06/2023 06:29:21.225,7.500
08/06/2023 06:29:22.235,7.500
08/06/2023 06:29:23.260,7.500
08/06/2023 06:29:24.285,7.500
08/06/2023 06:29:25.305,7.500
08/06/2023 06:29:26.314,7.600
08/06/2023 06:29:27.324,7.400
08/06/2023 06:29:28.345,7.500
08/06/2023 06:29:29.371,7.500
08/06/2023 06:29:30.383,7.500
08/06/2023 06:29:31.404,7.500
08/06/2023 06:29:32.426,7.500
08/06/2023 06:29:33.439,7.400
08/06/2023 06:29:34.461,7.500
08/06/2023 06:29:35.471,7.500
08/06/2023 06:29:36.480,7.400
08/06/2023 06:29:37.493,7.400
08/06/2023 06:29:38.512,7.400
08/06/2023 06:29:39.523,7.500
08/06/2023 06:29:40.545,7.400
08/06/2023 06:29:41.553,7.500
08/06/2023 06:29:42.571,7.400
08/06/2023 06:29:43.582,7.400
08/06/2023 06:29:44.605,7.500
08/06/2023 06:29:45.621,7.500
08/06/2023 06:29:46.632,7.400
08/06/2023 06:29:47.645,7.600
