'EPIC GeO.PID.wOP Log File

'Date,GeO.PID.wOP
08/06/2023 03:22:02.313,5.600
08/06/2023 03:22:03.333,5.600
08/06/2023 03:22:04.344,5.600
08/06/2023 03:22:05.356,5.600
08/06/2023 03:22:06.379,5.600
08/06/2023 03:22:07.401,5.600
08/06/2023 03:22:08.413,5.600
08/06/2023 03:22:09.433,5.600
08/06/2023 03:22:10.446,5.600
08/06/2023 03:22:11.470,5.600
08/06/2023 03:22:12.489,5.600
08/06/2023 03:22:13.498,5.600
08/06/2023 03:22:14.506,5.600
08/06/2023 03:22:15.518,5.600
08/06/2023 03:22:16.532,5.600
08/06/2023 03:22:17.542,5.600
08/06/2023 03:22:18.562,5.600
08/06/2023 03:22:19.575,5.600
08/06/2023 03:22:20.586,5.600
08/06/2023 03:22:21.594,5.600
08/06/2023 03:22:22.617,5.600
08/06/2023 03:22:23.628,5.500
08/06/2023 03:22:24.637,5.500
08/06/2023 03:22:25.657,5.500
08/06/2023 03:22:26.666,5.500
08/06/2023 03:22:27.688,5.500
08/06/2023 03:22:28.717,5.500
08/06/2023 03:22:29.740,5.500
08/06/2023 03:22:30.749,5.500
08/06/2023 03:22:31.758,5.500
08/06/2023 03:22:32.785,5.500
08/06/2023 03:22:33.808,5.500
08/06/2023 03:22:34.823,5.500
08/06/2023 03:22:35.846,5.500
08/06/2023 03:22:36.871,5.500
08/06/2023 03:22:37.891,5.500
08/06/2023 03:22:38.902,5.500
08/06/2023 03:22:39.911,5.500
08/06/2023 03:22:40.934,5.500
08/06/2023 03:22:41.943,5.500
08/06/2023 03:22:42.956,5.500
08/06/2023 03:22:43.979,5.500
08/06/2023 03:22:45.002,5.500
08/06/2023 03:22:46.013,5.400
08/06/2023 03:22:47.036,5.400
08/06/2023 03:22:48.058,5.500
08/06/2023 03:22:49.070,5.500
08/06/2023 03:22:50.080,5.400
08/06/2023 03:22:51.098,5.400
08/06/2023 03:22:52.119,5.400
08/06/2023 03:22:53.144,5.400
08/06/2023 03:22:54.152,5.400
08/06/2023 03:22:55.175,5.400
08/06/2023 03:22:56.197,5.500
08/06/2023 03:22:57.218,5.400
08/06/2023 03:22:58.240,5.400
08/06/2023 03:22:59.249,5.500
08/06/2023 03:23:00.272,5.500
08/06/2023 03:23:01.294,5.500
08/06/2023 03:23:02.302,5.500
08/06/2023 03:23:03.320,5.500
08/06/2023 03:23:04.329,5.500
08/06/2023 03:23:05.338,5.500
08/06/2023 03:23:06.364,5.500
08/06/2023 03:23:07.385,5.500
08/06/2023 03:23:08.407,5.500
08/06/2023 03:23:09.425,5.500
08/06/2023 03:23:10.448,5.600
08/06/2023 03:23:11.470,5.600
08/06/2023 03:23:12.479,5.600
08/06/2023 03:23:13.502,5.600
08/06/2023 03:23:14.525,5.600
08/06/2023 03:23:15.535,5.600
08/06/2023 03:23:16.559,5.600
08/06/2023 03:23:17.569,5.600
08/06/2023 03:23:18.595,5.600
08/06/2023 03:23:19.603,5.600
08/06/2023 03:23:20.612,5.600
08/06/2023 03:23:21.621,5.600
08/06/2023 03:23:22.631,5.600
08/06/2023 03:23:23.640,5.600
08/06/2023 03:23:24.664,5.600
08/06/2023 03:23:25.687,5.700
08/06/2023 03:23:26.703,5.600
08/06/2023 03:23:27.728,5.600
08/06/2023 03:23:28.751,5.600
08/06/2023 03:23:29.775,5.700
08/06/2023 03:23:30.785,5.700
08/06/2023 03:23:31.816,5.700
08/06/2023 03:23:32.832,5.700
08/06/2023 03:23:33.841,5.700
08/06/2023 03:23:34.851,5.700
08/06/2023 03:23:35.874,5.700
08/06/2023 03:23:36.886,5.700
08/06/2023 03:23:37.908,5.700
08/06/2023 03:23:38.920,5.600
08/06/2023 03:23:39.941,5.700
08/06/2023 03:23:40.957,5.600
08/06/2023 03:23:41.972,5.700
08/06/2023 03:23:43.003,5.600
08/06/2023 03:23:44.021,5.600
08/06/2023 03:23:45.037,5.600
08/06/2023 03:23:46.047,5.600
08/06/2023 03:23:47.058,5.600
08/06/2023 03:23:48.069,5.600
08/06/2023 03:23:49.080,5.600
08/06/2023 03:23:50.101,5.600
08/06/2023 03:23:51.110,5.600
08/06/2023 03:23:52.134,5.600
08/06/2023 03:23:53.154,5.600
08/06/2023 03:23:54.165,5.600
08/06/2023 03:23:55.183,5.600
08/06/2023 03:23:56.193,5.600
08/06/2023 03:23:57.201,5.600
08/06/2023 03:23:58.210,5.500
08/06/2023 03:23:59.233,5.600
08/06/2023 03:24:00.255,5.600
08/06/2023 03:24:01.280,5.500
08/06/2023 03:24:02.302,5.500
08/06/2023 03:24:03.315,5.500
08/06/2023 03:24:04.336,5.500
08/06/2023 03:24:05.348,5.500
08/06/2023 03:24:06.357,5.500
08/06/2023 03:24:07.365,5.500
08/06/2023 03:24:08.384,5.500
08/06/2023 03:24:09.395,5.500
08/06/2023 03:24:10.406,5.500
08/06/2023 03:24:11.430,5.500
08/06/2023 03:24:12.440,5.500
08/06/2023 03:24:13.455,5.500
08/06/2023 03:24:14.476,5.500
08/06/2023 03:24:15.500,5.500
08/06/2023 03:24:16.509,5.500
08/06/2023 03:24:17.531,5.500
08/06/2023 03:24:18.553,5.400
08/06/2023 03:24:19.576,5.500
08/06/2023 03:24:20.589,5.400
08/06/2023 03:24:21.598,5.500
08/06/2023 03:24:22.609,5.500
08/06/2023 03:24:23.632,5.500
08/06/2023 03:24:24.640,5.500
08/06/2023 03:24:25.669,5.500
08/06/2023 03:24:26.690,5.400
08/06/2023 03:24:27.699,5.400
08/06/2023 03:24:28.707,5.400
08/06/2023 03:24:29.716,5.400
08/06/2023 03:24:30.728,5.400
08/06/2023 03:24:31.741,5.400
08/06/2023 03:24:32.752,5.400
08/06/2023 03:24:33.773,5.400
08/06/2023 03:24:34.784,5.400
08/06/2023 03:24:35.807,5.400
08/06/2023 03:24:36.819,5.500
08/06/2023 03:24:37.829,5.400
08/06/2023 03:24:38.854,5.400
08/06/2023 03:24:39.875,5.500
08/06/2023 03:24:40.892,5.400
08/06/2023 03:24:41.917,5.500
08/06/2023 03:24:42.940,5.400
08/06/2023 03:24:43.956,5.500
08/06/2023 03:24:44.965,5.500
08/06/2023 03:24:45.977,5.500
08/06/2023 03:24:47.000,5.500
08/06/2023 03:24:48.023,5.600
08/06/2023 03:24:49.045,5.600
08/06/2023 03:24:50.065,5.500
08/06/2023 03:24:51.084,5.500
08/06/2023 03:24:52.093,5.600
08/06/2023 03:24:53.115,5.600
08/06/2023 03:24:54.139,5.600
08/06/2023 03:24:55.153,5.600
08/06/2023 03:24:56.162,5.600
08/06/2023 03:24:57.184,5.600
08/06/2023 03:24:58.191,5.600
08/06/2023 03:24:59.216,5.600
08/06/2023 03:25:00.237,5.600
08/06/2023 03:25:01.248,5.600
08/06/2023 03:25:02.274,5.700
08/06/2023 03:25:03.309,5.600
08/06/2023 03:25:04.328,5.700
08/06/2023 03:25:05.336,5.700
08/06/2023 03:25:06.350,5.700
08/06/2023 03:25:07.369,5.600
08/06/2023 03:25:08.382,5.700
08/06/2023 03:25:09.407,5.700
08/06/2023 03:25:10.430,5.700
08/06/2023 03:25:11.451,5.700
08/06/2023 03:25:12.474,5.700
08/06/2023 03:25:13.496,5.700
08/06/2023 03:25:14.526,5.700
08/06/2023 03:25:15.543,5.600
08/06/2023 03:25:16.558,5.600
08/06/2023 03:25:17.580,5.700
08/06/2023 03:25:18.589,5.600
08/06/2023 03:25:19.600,5.700
08/06/2023 03:25:20.621,5.600
08/06/2023 03:25:21.633,5.600
08/06/2023 03:25:22.642,5.600
08/06/2023 03:25:23.657,5.700
08/06/2023 03:25:24.677,5.700
08/06/2023 03:25:25.702,5.600
08/06/2023 03:25:26.728,5.600
08/06/2023 03:25:27.741,5.600
08/06/2023 03:25:28.762,5.600
08/06/2023 03:25:29.775,5.600
08/06/2023 03:25:30.786,5.600
08/06/2023 03:25:31.797,5.600
08/06/2023 03:25:32.808,5.500
08/06/2023 03:25:33.830,5.500
08/06/2023 03:25:34.851,5.500
08/06/2023 03:25:35.862,5.500
08/06/2023 03:25:36.886,5.500
08/06/2023 03:25:37.905,5.500
08/06/2023 03:25:38.927,5.500
08/06/2023 03:25:39.964,5.500
08/06/2023 03:25:40.988,5.500
08/06/2023 03:25:41.997,5.500
08/06/2023 03:25:43.005,5.500
08/06/2023 03:25:44.016,5.500
08/06/2023 03:25:45.037,5.500
08/06/2023 03:25:46.046,5.500
08/06/2023 03:25:47.059,5.500
08/06/2023 03:25:48.084,5.500
08/06/2023 03:25:49.093,5.500
08/06/2023 03:25:50.112,5.500
08/06/2023 03:25:51.137,5.500
08/06/2023 03:25:52.146,5.500
08/06/2023 03:25:53.157,5.500
08/06/2023 03:25:54.179,5.500
08/06/2023 03:25:55.200,5.500
08/06/2023 03:25:56.218,5.500
08/06/2023 03:25:57.227,5.500
08/06/2023 03:25:58.240,5.500
08/06/2023 03:25:59.252,5.500
08/06/2023 03:26:00.278,5.500
08/06/2023 03:26:01.298,5.500
08/06/2023 03:26:02.316,5.500
08/06/2023 03:26:03.339,5.500
08/06/2023 03:26:04.360,5.500
08/06/2023 03:26:05.367,5.500
08/06/2023 03:26:06.390,5.500
08/06/2023 03:26:07.412,5.500
08/06/2023 03:26:08.432,5.500
08/06/2023 03:26:09.451,5.500
08/06/2023 03:26:10.472,5.500
08/06/2023 03:26:11.495,5.500
08/06/2023 03:26:12.505,5.500
08/06/2023 03:26:13.527,5.500
08/06/2023 03:26:14.549,5.500
08/06/2023 03:26:15.558,5.500
08/06/2023 03:26:16.569,5.500
08/06/2023 03:26:17.582,5.500
08/06/2023 03:26:18.595,5.500
08/06/2023 03:26:19.616,5.500
08/06/2023 03:26:20.626,5.600
08/06/2023 03:26:21.640,5.500
08/06/2023 03:26:22.660,5.600
08/06/2023 03:26:23.673,5.500
08/06/2023 03:26:24.686,5.500
08/06/2023 03:26:25.696,5.600
08/06/2023 03:26:26.706,5.600
08/06/2023 03:26:27.717,5.500
08/06/2023 03:26:28.726,5.600
08/06/2023 03:26:29.736,5.600
08/06/2023 03:26:30.758,5.600
08/06/2023 03:26:31.781,5.600
08/06/2023 03:26:32.808,5.600
08/06/2023 03:26:33.835,5.600
08/06/2023 03:26:34.846,5.600
08/06/2023 03:26:35.855,5.600
08/06/2023 03:26:36.865,5.600
08/06/2023 03:26:37.874,5.600
08/06/2023 03:26:38.889,5.600
08/06/2023 03:26:39.903,5.600
08/06/2023 03:26:40.918,5.600
08/06/2023 03:26:41.932,5.600
08/06/2023 03:26:42.945,5.600
08/06/2023 03:26:43.966,5.600
08/06/2023 03:26:44.989,5.600
08/06/2023 03:26:45.999,5.600
08/06/2023 03:26:47.010,5.600
08/06/2023 03:26:48.035,5.600
08/06/2023 03:26:49.053,5.600
08/06/2023 03:26:50.077,5.600
08/06/2023 03:26:51.086,5.600
08/06/2023 03:26:52.107,5.600
08/06/2023 03:26:53.118,5.600
08/06/2023 03:26:54.126,5.600
08/06/2023 03:26:55.137,5.600
08/06/2023 03:26:56.157,5.600
08/06/2023 03:26:57.165,5.600
08/06/2023 03:26:58.176,5.600
08/06/2023 03:26:59.186,5.600
08/06/2023 03:27:00.196,5.600
08/06/2023 03:27:01.220,5.500
08/06/2023 03:27:02.249,5.600
08/06/2023 03:27:03.263,5.500
08/06/2023 03:27:04.293,5.500
08/06/2023 03:27:05.304,5.500
08/06/2023 03:27:06.323,5.600
08/06/2023 03:27:07.334,5.500
08/06/2023 03:27:08.371,5.500
08/06/2023 03:27:09.394,5.500
08/06/2023 03:27:10.403,5.500
08/06/2023 03:27:11.415,5.500
08/06/2023 03:27:12.423,5.500
08/06/2023 03:27:13.432,5.500
08/06/2023 03:27:14.441,5.500
08/06/2023 03:27:15.451,5.500
08/06/2023 03:27:16.473,5.500
08/06/2023 03:27:17.486,5.500
08/06/2023 03:27:18.508,5.500
08/06/2023 03:27:19.530,5.500
08/06/2023 03:27:20.546,5.500
08/06/2023 03:27:21.564,5.500
08/06/2023 03:27:22.575,5.500
08/06/2023 03:27:23.598,5.500
08/06/2023 03:27:24.620,5.500
08/06/2023 03:27:25.629,5.500
08/06/2023 03:27:26.637,5.500
08/06/2023 03:27:27.664,5.500
08/06/2023 03:27:28.685,5.500
08/06/2023 03:27:29.699,5.500
08/06/2023 03:27:30.719,5.500
08/06/2023 03:27:31.740,5.500
08/06/2023 03:27:32.761,5.500
08/06/2023 03:27:33.784,5.500
08/06/2023 03:27:34.795,5.500
08/06/2023 03:27:35.803,5.500
08/06/2023 03:27:36.816,5.500
08/06/2023 03:27:37.827,5.500
08/06/2023 03:27:38.846,5.500
08/06/2023 03:27:39.869,5.500
08/06/2023 03:27:40.879,5.500
08/06/2023 03:27:41.891,5.600
08/06/2023 03:27:42.900,5.500
08/06/2023 03:27:43.920,5.500
08/06/2023 03:27:44.943,5.500
08/06/2023 03:27:45.957,5.600
08/06/2023 03:27:46.968,5.500
08/06/2023 03:27:47.980,5.500
08/06/2023 03:27:49.002,5.600
08/06/2023 03:27:50.013,5.600
08/06/2023 03:27:51.034,5.600
08/06/2023 03:27:52.054,5.600
08/06/2023 03:27:53.064,5.500
08/06/2023 03:27:54.087,5.600
08/06/2023 03:27:55.101,5.600
08/06/2023 03:27:56.110,5.600
08/06/2023 03:27:57.119,5.600
08/06/2023 03:27:58.142,5.600
08/06/2023 03:27:59.156,5.600
08/06/2023 03:28:00.169,5.600
08/06/2023 03:28:01.177,5.600
08/06/2023 03:28:02.189,5.600
08/06/2023 03:28:03.197,5.600
08/06/2023 03:28:04.221,5.600
08/06/2023 03:28:05.243,5.600
08/06/2023 03:28:06.260,5.600
08/06/2023 03:28:07.283,5.600
08/06/2023 03:28:08.305,5.600
08/06/2023 03:28:09.332,5.600
08/06/2023 03:28:10.349,5.600
08/06/2023 03:28:11.366,5.600
08/06/2023 03:28:12.389,5.600
08/06/2023 03:28:13.401,5.600
08/06/2023 03:28:14.424,5.600
08/06/2023 03:28:15.445,5.600
08/06/2023 03:28:16.455,5.600
08/06/2023 03:28:17.465,5.600
08/06/2023 03:28:18.476,5.600
08/06/2023 03:28:19.493,5.600
08/06/2023 03:28:20.522,5.600
08/06/2023 03:28:21.549,5.600
08/06/2023 03:28:22.567,5.600
08/06/2023 03:28:23.583,5.600
08/06/2023 03:28:24.595,5.600
08/06/2023 03:28:25.617,5.600
08/06/2023 03:28:26.628,5.600
08/06/2023 03:28:27.651,5.500
08/06/2023 03:28:28.659,5.500
08/06/2023 03:28:29.666,5.500
08/06/2023 03:28:30.679,5.600
08/06/2023 03:28:31.702,5.500
08/06/2023 03:28:32.725,5.600
08/06/2023 03:28:33.735,5.500
08/06/2023 03:28:34.748,5.500
08/06/2023 03:28:35.763,5.500
08/06/2023 03:28:36.785,5.500
08/06/2023 03:28:37.808,5.500
08/06/2023 03:28:38.830,5.500
08/06/2023 03:28:39.853,5.500
08/06/2023 03:28:40.868,5.500
08/06/2023 03:28:41.879,5.500
08/06/2023 03:28:42.902,5.500
08/06/2023 03:28:43.910,5.500
08/06/2023 03:28:44.932,5.500
08/06/2023 03:28:45.952,5.500
08/06/2023 03:28:46.978,5.500
08/06/2023 03:28:48.001,5.500
08/06/2023 03:28:49.010,5.500
08/06/2023 03:28:50.023,5.500
08/06/2023 03:28:51.033,5.500
08/06/2023 03:28:52.055,5.500
08/06/2023 03:28:53.066,5.500
08/06/2023 03:28:54.079,5.500
08/06/2023 03:28:55.101,5.500
08/06/2023 03:28:56.120,5.500
08/06/2023 03:28:57.131,5.500
08/06/2023 03:28:58.142,5.500
08/06/2023 03:28:59.154,5.500
08/06/2023 03:29:00.165,5.500
08/06/2023 03:29:01.174,5.500
08/06/2023 03:29:02.199,5.500
08/06/2023 03:29:03.209,5.500
08/06/2023 03:29:04.227,5.500
08/06/2023 03:29:05.251,5.500
08/06/2023 03:29:06.258,5.500
08/06/2023 03:29:07.281,5.500
08/06/2023 03:29:08.296,5.500
08/06/2023 03:29:09.316,5.500
08/06/2023 03:29:10.335,5.500
08/06/2023 03:29:11.354,5.500
08/06/2023 03:29:12.363,5.500
08/06/2023 03:29:13.372,5.500
08/06/2023 03:29:14.380,5.500
08/06/2023 03:29:15.394,5.500
08/06/2023 03:29:16.415,5.500
08/06/2023 03:29:17.424,5.600
08/06/2023 03:29:18.449,5.600
08/06/2023 03:29:19.474,5.600
08/06/2023 03:29:20.495,5.600
08/06/2023 03:29:21.504,5.600
08/06/2023 03:29:22.518,5.600
08/06/2023 03:29:23.525,5.600
08/06/2023 03:29:24.549,5.600
08/06/2023 03:29:25.558,5.600
08/06/2023 03:29:26.572,5.600
08/06/2023 03:29:27.586,5.600
08/06/2023 03:29:28.610,5.600
08/06/2023 03:29:29.633,5.600
08/06/2023 03:29:30.656,5.600
08/06/2023 03:29:31.671,5.600
08/06/2023 03:29:32.686,5.600
08/06/2023 03:29:33.696,5.600
08/06/2023 03:29:34.719,5.700
08/06/2023 03:29:35.743,5.700
08/06/2023 03:29:36.752,5.700
08/06/2023 03:29:37.771,5.700
08/06/2023 03:29:38.790,5.700
08/06/2023 03:29:39.808,5.600
08/06/2023 03:29:40.821,5.700
08/06/2023 03:29:41.842,5.700
08/06/2023 03:29:42.855,5.600
08/06/2023 03:29:43.870,5.700
08/06/2023 03:29:44.890,5.700
08/06/2023 03:29:45.912,5.700
08/06/2023 03:29:46.920,5.700
08/06/2023 03:29:47.938,5.600
08/06/2023 03:29:48.966,5.600
08/06/2023 03:29:49.983,5.600
08/06/2023 03:29:50.993,5.600
08/06/2023 03:29:52.010,5.600
08/06/2023 03:29:53.039,5.600
08/06/2023 03:29:54.055,5.600
08/06/2023 03:29:55.077,5.600
08/06/2023 03:29:56.088,5.600
08/06/2023 03:29:57.100,5.600
08/06/2023 03:29:58.117,5.500
08/06/2023 03:29:59.128,5.600
08/06/2023 03:30:00.137,5.600
08/06/2023 03:30:01.154,5.500
08/06/2023 03:30:02.176,5.500
08/06/2023 03:30:03.185,5.500
08/06/2023 03:30:04.195,5.500
08/06/2023 03:30:05.217,5.500
08/06/2023 03:30:06.239,5.500
08/06/2023 03:30:07.261,5.500
08/06/2023 03:30:08.287,5.500
08/06/2023 03:30:09.305,5.500
08/06/2023 03:30:10.313,5.500
08/06/2023 03:30:11.335,5.500
08/06/2023 03:30:12.357,5.500
08/06/2023 03:30:13.366,5.500
08/06/2023 03:30:14.389,5.500
08/06/2023 03:30:15.398,5.500
08/06/2023 03:30:16.420,5.500
08/06/2023 03:30:17.429,5.500
08/06/2023 03:30:18.442,5.500
08/06/2023 03:30:19.453,5.500
08/06/2023 03:30:20.477,5.500
08/06/2023 03:30:21.488,5.500
08/06/2023 03:30:22.501,5.500
08/06/2023 03:30:23.522,5.500
08/06/2023 03:30:24.541,5.500
08/06/2023 03:30:25.559,5.500
08/06/2023 03:30:26.581,5.500
08/06/2023 03:30:27.592,5.400
08/06/2023 03:30:28.601,5.500
08/06/2023 03:30:29.616,5.500
08/06/2023 03:30:30.635,5.500
08/06/2023 03:30:31.650,5.500
08/06/2023 03:30:32.673,5.500
08/06/2023 03:30:33.691,5.500
08/06/2023 03:30:34.702,5.500
08/06/2023 03:30:35.713,5.500
08/06/2023 03:30:36.736,5.500
08/06/2023 03:30:37.749,5.500
08/06/2023 03:30:38.761,5.400
08/06/2023 03:30:39.773,5.500
08/06/2023 03:30:40.787,5.500
08/06/2023 03:30:41.810,5.500
08/06/2023 03:30:42.822,5.500
08/06/2023 03:30:43.832,5.500
08/06/2023 03:30:44.843,5.500
08/06/2023 03:30:45.866,5.500
08/06/2023 03:30:46.878,5.500
08/06/2023 03:30:47.899,5.500
08/06/2023 03:30:48.911,5.500
08/06/2023 03:30:49.921,5.500
08/06/2023 03:30:50.931,5.500
08/06/2023 03:30:51.940,5.500
08/06/2023 03:30:52.950,5.600
08/06/2023 03:30:53.973,5.500
08/06/2023 03:30:54.986,5.600
08/06/2023 03:30:56.005,5.500
08/06/2023 03:30:57.015,5.600
08/06/2023 03:30:58.040,5.600
08/06/2023 03:30:59.062,5.600
08/06/2023 03:31:00.073,5.600
08/06/2023 03:31:01.095,5.600
08/06/2023 03:31:02.116,5.600
08/06/2023 03:31:03.138,5.600
08/06/2023 03:31:04.148,5.600
08/06/2023 03:31:05.162,5.600
08/06/2023 03:31:06.178,5.600
08/06/2023 03:31:07.200,5.600
08/06/2023 03:31:08.208,5.600
08/06/2023 03:31:09.216,5.600
08/06/2023 03:31:10.226,5.700
08/06/2023 03:31:11.247,5.600
08/06/2023 03:31:12.266,5.700
08/06/2023 03:31:13.276,5.600
08/06/2023 03:31:14.286,5.600
08/06/2023 03:31:15.296,5.600
08/06/2023 03:31:16.319,5.600
08/06/2023 03:31:17.339,5.600
08/06/2023 03:31:18.351,5.600
08/06/2023 03:31:19.374,5.600
08/06/2023 03:31:20.400,5.600
08/06/2023 03:31:21.412,5.600
08/06/2023 03:31:22.421,5.600
08/06/2023 03:31:23.432,5.700
08/06/2023 03:31:24.443,5.600
08/06/2023 03:31:25.464,5.700
08/06/2023 03:31:26.487,5.700
08/06/2023 03:31:27.496,5.700
08/06/2023 03:31:28.519,5.600
08/06/2023 03:31:29.528,5.700
08/06/2023 03:31:30.536,5.700
08/06/2023 03:31:31.547,5.700
08/06/2023 03:31:32.566,5.600
08/06/2023 03:31:33.575,5.600
08/06/2023 03:31:34.599,5.600
08/06/2023 03:31:35.626,5.600
08/06/2023 03:31:36.641,5.600
08/06/2023 03:31:37.663,5.600
08/06/2023 03:31:38.671,5.600
08/06/2023 03:31:39.690,5.600
08/06/2023 03:31:40.698,5.600
08/06/2023 03:31:41.720,5.600
08/06/2023 03:31:42.730,5.600
08/06/2023 03:31:43.752,5.500
08/06/2023 03:31:44.761,5.500
08/06/2023 03:31:45.773,5.500
08/06/2023 03:31:46.786,5.500
08/06/2023 03:31:47.807,5.500
08/06/2023 03:31:48.828,5.500
08/06/2023 03:31:49.844,5.500
08/06/2023 03:31:50.864,5.500
08/06/2023 03:31:51.882,5.500
08/06/2023 03:31:52.899,5.500
08/06/2023 03:31:53.922,5.500
08/06/2023 03:31:54.945,5.500
08/06/2023 03:31:55.952,5.500
08/06/2023 03:31:56.972,5.500
08/06/2023 03:31:57.988,5.500
08/06/2023 03:31:59.008,5.500
08/06/2023 03:32:00.030,5.500
08/06/2023 03:32:01.039,5.500
08/06/2023 03:32:02.062,5.500
08/06/2023 03:32:03.085,5.500
08/06/2023 03:32:04.104,5.500
08/06/2023 03:32:05.113,5.400
08/06/2023 03:32:06.138,5.400
08/06/2023 03:32:07.156,5.400
08/06/2023 03:32:08.170,5.400
08/06/2023 03:32:09.191,5.400
08/06/2023 03:32:10.201,5.400
08/06/2023 03:32:11.219,5.400
08/06/2023 03:32:12.240,5.400
08/06/2023 03:32:13.263,5.500
08/06/2023 03:32:14.271,5.400
08/06/2023 03:32:15.299,5.400
08/06/2023 03:32:16.322,5.400
08/06/2023 03:32:17.339,5.400
08/06/2023 03:32:18.361,5.400
08/06/2023 03:32:19.371,5.500
08/06/2023 03:32:20.384,5.500
08/06/2023 03:32:21.405,5.500
08/06/2023 03:32:22.426,5.500
08/06/2023 03:32:23.435,5.400
08/06/2023 03:32:24.447,5.400
08/06/2023 03:32:25.456,5.400
08/06/2023 03:32:26.468,5.400
08/06/2023 03:32:27.476,5.500
08/06/2023 03:32:28.485,5.500
08/06/2023 03:32:29.497,5.500
08/06/2023 03:32:30.512,5.500
08/06/2023 03:32:31.521,5.500
08/06/2023 03:32:32.546,5.500
08/06/2023 03:32:33.572,5.500
08/06/2023 03:32:34.589,5.600
08/06/2023 03:32:35.610,5.600
08/06/2023 03:32:36.620,5.600
08/06/2023 03:32:37.640,5.600
08/06/2023 03:32:38.650,5.600
08/06/2023 03:32:39.661,5.600
08/06/2023 03:32:40.678,5.600
08/06/2023 03:32:41.690,5.600
08/06/2023 03:32:42.713,5.600
08/06/2023 03:32:43.724,5.600
08/06/2023 03:32:44.736,5.600
08/06/2023 03:32:45.762,5.600
08/06/2023 03:32:46.785,5.600
08/06/2023 03:32:47.808,5.700
08/06/2023 03:32:48.819,5.700
08/06/2023 03:32:49.829,5.600
08/06/2023 03:32:50.849,5.700
08/06/2023 03:32:51.859,5.700
08/06/2023 03:32:52.869,5.700
08/06/2023 03:32:53.890,5.700
08/06/2023 03:32:54.902,5.700
08/06/2023 03:32:55.912,5.700
08/06/2023 03:32:56.933,5.700
08/06/2023 03:32:57.958,5.700
08/06/2023 03:32:58.969,5.600
08/06/2023 03:32:59.979,5.700
08/06/2023 03:33:00.999,5.600
08/06/2023 03:33:02.020,5.600
08/06/2023 03:33:03.029,5.700
08/06/2023 03:33:04.051,5.700
08/06/2023 03:33:05.060,5.700
08/06/2023 03:33:06.069,5.700
08/06/2023 03:33:07.079,5.700
08/06/2023 03:33:08.087,5.700
08/06/2023 03:33:09.111,5.700
08/06/2023 03:33:10.134,5.700
08/06/2023 03:33:11.156,5.700
08/06/2023 03:33:12.172,5.700
08/06/2023 03:33:13.202,5.600
08/06/2023 03:33:14.216,5.600
08/06/2023 03:33:15.227,5.600
08/06/2023 03:33:16.236,5.600
08/06/2023 03:33:17.247,5.600
08/06/2023 03:33:18.271,5.600
08/06/2023 03:33:19.289,5.600
08/06/2023 03:33:20.317,5.600
08/06/2023 03:33:21.337,5.500
08/06/2023 03:33:22.362,5.500
08/06/2023 03:33:23.376,5.600
08/06/2023 03:33:24.400,5.600
08/06/2023 03:33:25.420,5.500
08/06/2023 03:33:26.436,5.500
08/06/2023 03:33:27.458,5.600
08/06/2023 03:33:28.480,5.500
08/06/2023 03:33:29.500,5.500
08/06/2023 03:33:30.509,5.500
08/06/2023 03:33:31.520,5.500
08/06/2023 03:33:32.543,5.500
08/06/2023 03:33:33.557,5.500
08/06/2023 03:33:34.575,5.500
08/06/2023 03:33:35.584,5.500
08/06/2023 03:33:36.600,5.500
08/06/2023 03:33:37.621,5.500
08/06/2023 03:33:38.643,5.500
08/06/2023 03:33:39.664,5.500
08/06/2023 03:33:40.679,5.500
08/06/2023 03:33:41.701,5.500
08/06/2023 03:33:42.709,5.400
08/06/2023 03:33:43.720,5.500
08/06/2023 03:33:44.749,5.400
08/06/2023 03:33:45.768,5.500
08/06/2023 03:33:46.777,5.500
08/06/2023 03:33:47.786,5.500
08/06/2023 03:33:48.808,5.400
08/06/2023 03:33:49.817,5.500
08/06/2023 03:33:50.828,5.500
08/06/2023 03:33:51.838,5.500
08/06/2023 03:33:52.847,5.500
08/06/2023 03:33:53.870,5.500
08/06/2023 03:33:54.881,5.500
08/06/2023 03:33:55.904,5.400
08/06/2023 03:33:56.923,5.500
08/06/2023 03:33:57.945,5.500
08/06/2023 03:33:58.966,5.400
08/06/2023 03:33:59.977,5.500
08/06/2023 03:34:00.994,5.500
08/06/2023 03:34:02.013,5.500
08/06/2023 03:34:03.027,5.500
08/06/2023 03:34:04.057,5.500
08/06/2023 03:34:05.079,5.500
08/06/2023 03:34:06.107,5.500
08/06/2023 03:34:07.131,5.500
08/06/2023 03:34:08.151,5.500
08/06/2023 03:34:09.166,5.500
08/06/2023 03:34:10.180,5.500
08/06/2023 03:34:11.194,5.500
08/06/2023 03:34:12.208,5.500
08/06/2023 03:34:13.218,5.500
08/06/2023 03:34:14.231,5.500
08/06/2023 03:34:15.253,5.500
08/06/2023 03:34:16.283,5.500
08/06/2023 03:34:17.306,5.500
08/06/2023 03:34:18.320,5.500
08/06/2023 03:34:19.340,5.500
08/06/2023 03:34:20.362,5.600
08/06/2023 03:34:21.370,5.500
08/06/2023 03:34:22.394,5.600
08/06/2023 03:34:23.405,5.600
08/06/2023 03:34:24.423,5.600
08/06/2023 03:34:25.447,5.600
08/06/2023 03:34:26.466,5.600
08/06/2023 03:34:27.478,5.600
08/06/2023 03:34:28.488,5.600
