'EPIC SiO.PID.wOP Log File

'Date,SiO.PID.wOP
08/06/2023 01:19:51.245,9.700
08/06/2023 01:19:52.266,9.800
08/06/2023 01:19:53.299,9.800
08/06/2023 01:19:54.314,9.700
08/06/2023 01:19:55.335,9.700
08/06/2023 01:19:56.350,9.800
08/06/2023 01:19:57.370,9.700
08/06/2023 01:19:58.379,9.800
08/06/2023 01:19:59.387,9.800
08/06/2023 01:20:00.411,9.800
08/06/2023 01:20:01.421,9.700
08/06/2023 01:20:02.433,9.700
08/06/2023 01:20:03.441,9.700
08/06/2023 01:20:04.453,9.800
08/06/2023 01:20:05.467,9.700
08/06/2023 01:20:06.475,9.700
08/06/2023 01:20:07.487,9.800
08/06/2023 01:20:08.511,9.700
08/06/2023 01:20:09.520,9.800
08/06/2023 01:20:10.542,9.800
08/06/2023 01:20:11.551,9.800
08/06/2023 01:20:12.573,9.800
08/06/2023 01:20:13.593,9.800
08/06/2023 01:20:14.615,9.800
08/06/2023 01:20:15.638,9.800
08/06/2023 01:20:16.658,9.800
08/06/2023 01:20:17.679,9.700
08/06/2023 01:20:18.692,9.800
08/06/2023 01:20:19.715,9.800
08/06/2023 01:20:20.724,9.800
08/06/2023 01:20:21.732,9.700
08/06/2023 01:20:22.742,9.700
08/06/2023 01:20:23.761,9.800
08/06/2023 01:20:24.772,9.700
08/06/2023 01:20:25.783,9.700
08/06/2023 01:20:26.791,9.700
08/06/2023 01:20:27.813,9.700
08/06/2023 01:20:28.825,9.700
08/06/2023 01:20:29.843,9.800
08/06/2023 01:20:30.858,9.700
08/06/2023 01:20:31.882,9.800
08/06/2023 01:20:32.906,9.700
08/06/2023 01:20:33.928,9.700
08/06/2023 01:20:34.954,9.800
08/06/2023 01:20:35.976,9.800
08/06/2023 01:20:36.997,9.700
08/06/2023 01:20:38.011,9.700
08/06/2023 01:20:39.020,9.800
08/06/2023 01:20:40.030,9.700
08/06/2023 01:20:41.039,9.800
08/06/2023 01:20:42.058,9.800
08/06/2023 01:20:43.079,9.800
08/06/2023 01:20:44.089,9.700
08/06/2023 01:20:45.110,9.700
08/06/2023 01:20:46.130,9.800
08/06/2023 01:20:47.142,9.700
08/06/2023 01:20:48.150,9.700
08/06/2023 01:20:49.177,9.800
08/06/2023 01:20:50.191,9.800
08/06/2023 01:20:51.212,9.700
08/06/2023 01:20:52.234,9.800
08/06/2023 01:20:53.242,9.800
08/06/2023 01:20:54.252,9.700
08/06/2023 01:20:55.274,9.800
08/06/2023 01:20:56.288,9.800
08/06/2023 01:20:57.301,9.700
08/06/2023 01:20:58.322,9.700
08/06/2023 01:20:59.335,9.800
08/06/2023 01:21:00.354,9.700
08/06/2023 01:21:01.364,9.700
08/06/2023 01:21:02.377,9.800
08/06/2023 01:21:03.396,9.800
08/06/2023 01:21:04.419,9.700
08/06/2023 01:21:05.443,9.800
08/06/2023 01:21:06.453,9.700
08/06/2023 01:21:07.474,9.800
08/06/2023 01:21:08.489,9.700
08/06/2023 01:21:09.509,9.700
08/06/2023 01:21:10.519,9.800
08/06/2023 01:21:11.539,9.700
08/06/2023 01:21:12.552,9.700
08/06/2023 01:21:13.563,9.800
08/06/2023 01:21:14.584,9.800
08/06/2023 01:21:15.593,9.800
08/06/2023 01:21:16.615,9.700
08/06/2023 01:21:17.637,9.800
08/06/2023 01:21:18.645,9.800
08/06/2023 01:21:19.658,9.700
08/06/2023 01:21:20.674,9.800
08/06/2023 01:21:21.698,9.700
08/06/2023 01:21:22.720,9.700
08/06/2023 01:21:23.740,9.700
08/06/2023 01:21:24.750,9.700
08/06/2023 01:21:25.759,9.700
08/06/2023 01:21:26.779,9.800
08/06/2023 01:21:27.794,9.700
08/06/2023 01:21:28.814,9.800
08/06/2023 01:21:29.827,9.800
08/06/2023 01:21:30.847,9.700
08/06/2023 01:21:31.864,9.800
08/06/2023 01:21:32.884,9.700
08/06/2023 01:21:33.905,9.800
08/06/2023 01:21:34.919,9.700
08/06/2023 01:21:35.935,9.700
08/06/2023 01:21:36.957,9.700
08/06/2023 01:21:37.970,9.800
08/06/2023 01:21:38.980,9.700
08/06/2023 01:21:39.991,9.800
08/06/2023 01:21:41.010,9.700
08/06/2023 01:21:42.032,9.700
08/06/2023 01:21:43.050,9.800
08/06/2023 01:21:44.070,9.800
08/06/2023 01:21:45.079,9.800
08/06/2023 01:21:46.099,9.700
08/06/2023 01:21:47.115,9.800
08/06/2023 01:21:48.132,9.800
08/06/2023 01:21:49.144,9.800
08/06/2023 01:21:50.157,9.800
08/06/2023 01:21:51.166,9.700
08/06/2023 01:21:52.194,9.700
08/06/2023 01:21:53.208,9.700
08/06/2023 01:21:54.229,9.700
08/06/2023 01:21:55.242,9.700
08/06/2023 01:21:56.272,9.800
08/06/2023 01:21:57.289,9.700
08/06/2023 01:21:58.317,9.800
08/06/2023 01:21:59.335,9.800
08/06/2023 01:22:00.345,9.700
08/06/2023 01:22:01.366,9.700
08/06/2023 01:22:02.380,9.800
08/06/2023 01:22:03.397,9.700
08/06/2023 01:22:04.419,9.700
08/06/2023 01:22:05.433,9.700
08/06/2023 01:22:06.454,9.700
08/06/2023 01:22:07.476,9.700
08/06/2023 01:22:08.487,9.800
08/06/2023 01:22:09.505,9.800
08/06/2023 01:22:10.526,9.800
08/06/2023 01:22:11.546,9.700
08/06/2023 01:22:12.554,9.800
08/06/2023 01:22:13.562,9.800
08/06/2023 01:22:14.573,9.700
08/06/2023 01:22:15.595,9.800
08/06/2023 01:22:16.606,9.700
08/06/2023 01:22:17.618,9.700
08/06/2023 01:22:18.638,9.800
08/06/2023 01:22:19.660,9.700
08/06/2023 01:22:20.672,9.700
08/06/2023 01:22:21.694,9.700
08/06/2023 01:22:22.704,9.800
08/06/2023 01:22:23.713,9.800
08/06/2023 01:22:24.721,9.700
08/06/2023 01:22:25.731,9.800
08/06/2023 01:22:26.753,9.700
08/06/2023 01:22:27.773,9.700
08/06/2023 01:22:28.795,9.700
08/06/2023 01:22:29.815,9.700
08/06/2023 01:22:30.835,9.700
08/06/2023 01:22:31.857,9.700
08/06/2023 01:22:32.868,9.800
08/06/2023 01:22:33.881,9.700
08/06/2023 01:22:34.891,9.800
08/06/2023 01:22:35.902,9.700
08/06/2023 01:22:36.913,9.700
08/06/2023 01:22:37.923,9.700
08/06/2023 01:22:38.944,9.700
08/06/2023 01:22:39.964,9.800
08/06/2023 01:22:40.981,9.700
08/06/2023 01:22:42.002,9.700
08/06/2023 01:22:43.016,9.700
08/06/2023 01:22:44.038,9.700
08/06/2023 01:22:45.049,9.800
08/06/2023 01:22:46.057,9.700
08/06/2023 01:22:47.077,9.800
08/06/2023 01:22:48.087,9.800
08/06/2023 01:22:49.118,9.800
08/06/2023 01:22:50.147,9.700
08/06/2023 01:22:51.159,9.700
08/06/2023 01:22:52.182,9.700
08/06/2023 01:22:53.192,9.700
08/06/2023 01:22:54.207,9.700
08/06/2023 01:22:55.219,9.700
08/06/2023 01:22:56.240,9.700
08/06/2023 01:22:57.250,9.700
08/06/2023 01:22:58.263,9.700
08/06/2023 01:22:59.278,9.700
08/06/2023 01:23:00.292,9.700
08/06/2023 01:23:01.304,9.700
08/06/2023 01:23:02.313,9.700
08/06/2023 01:23:03.323,9.800
08/06/2023 01:23:04.333,9.700
08/06/2023 01:23:05.355,9.800
08/06/2023 01:23:06.377,9.800
08/06/2023 01:23:07.392,9.800
08/06/2023 01:23:08.403,9.700
08/06/2023 01:23:09.416,9.800
08/06/2023 01:23:10.427,9.800
08/06/2023 01:23:11.448,9.800
08/06/2023 01:23:12.475,9.700
08/06/2023 01:23:13.497,9.700
08/06/2023 01:23:14.504,9.800
08/06/2023 01:23:15.518,9.700
08/06/2023 01:23:16.540,9.700
08/06/2023 01:23:17.562,9.700
08/06/2023 01:23:18.577,9.800
08/06/2023 01:23:19.586,9.700
08/06/2023 01:23:20.603,9.700
08/06/2023 01:23:21.620,9.700
08/06/2023 01:23:22.643,9.800
08/06/2023 01:23:23.658,9.700
08/06/2023 01:23:24.682,9.800
08/06/2023 01:23:25.702,9.700
08/06/2023 01:23:26.717,9.700
08/06/2023 01:23:27.737,9.700
08/06/2023 01:23:28.755,9.700
08/06/2023 01:23:29.768,9.700
08/06/2023 01:23:30.778,9.700
08/06/2023 01:23:31.801,9.700
08/06/2023 01:23:32.817,9.700
08/06/2023 01:23:33.829,9.700
08/06/2023 01:23:34.843,9.700
08/06/2023 01:23:35.864,9.800
08/06/2023 01:23:36.873,9.700
08/06/2023 01:23:37.892,9.700
08/06/2023 01:23:38.902,9.700
08/06/2023 01:23:39.924,9.700
08/06/2023 01:23:40.933,9.800
08/06/2023 01:23:41.946,9.700
08/06/2023 01:23:42.966,9.700
08/06/2023 01:23:43.981,9.800
08/06/2023 01:23:45.005,9.700
08/06/2023 01:23:46.025,9.800
08/06/2023 01:23:47.044,9.700
08/06/2023 01:23:48.053,9.700
08/06/2023 01:23:49.063,9.700
08/06/2023 01:23:50.081,9.700
08/06/2023 01:23:51.094,9.700
08/06/2023 01:23:52.102,9.700
08/06/2023 01:23:53.113,9.700
08/06/2023 01:23:54.121,9.700
08/06/2023 01:23:55.139,9.700
08/06/2023 01:23:56.161,9.800
08/06/2023 01:23:57.174,9.700
08/06/2023 01:23:58.198,9.700
08/06/2023 01:23:59.220,9.700
08/06/2023 01:24:00.230,9.700
08/06/2023 01:24:01.244,9.700
08/06/2023 01:24:02.252,9.700
08/06/2023 01:24:03.261,9.700
08/06/2023 01:24:04.280,9.700
08/06/2023 01:24:05.298,9.700
08/06/2023 01:24:06.309,9.700
08/06/2023 01:24:07.326,9.700
08/06/2023 01:24:08.340,9.700
08/06/2023 01:24:09.348,9.700
08/06/2023 01:24:10.370,9.700
08/06/2023 01:24:11.392,9.700
08/06/2023 01:24:12.411,9.700
08/06/2023 01:24:13.431,9.700
08/06/2023 01:24:14.463,9.700
08/06/2023 01:24:15.477,9.800
08/06/2023 01:24:16.490,9.800
08/06/2023 01:24:17.499,9.700
08/06/2023 01:24:18.521,9.700
08/06/2023 01:24:19.535,9.800
08/06/2023 01:24:20.553,9.800
08/06/2023 01:24:21.575,9.800
08/06/2023 01:24:22.587,9.800
08/06/2023 01:24:23.609,9.700
08/06/2023 01:24:24.620,9.800
08/06/2023 01:24:25.632,9.700
08/06/2023 01:24:26.646,9.800
08/06/2023 01:24:27.660,9.800
08/06/2023 01:24:28.681,9.800
08/06/2023 01:24:29.704,9.800
08/06/2023 01:24:30.714,9.800
08/06/2023 01:24:31.722,9.700
08/06/2023 01:24:32.731,9.800
08/06/2023 01:24:33.742,9.700
08/06/2023 01:24:34.752,9.800
08/06/2023 01:24:35.761,9.700
08/06/2023 01:24:36.775,9.700
08/06/2023 01:24:37.791,9.800
08/06/2023 01:24:38.811,9.800
08/06/2023 01:24:39.834,9.800
08/06/2023 01:24:40.856,9.800
08/06/2023 01:24:41.867,9.800
08/06/2023 01:24:42.889,9.800
08/06/2023 01:24:43.903,9.800
08/06/2023 01:24:44.914,9.800
08/06/2023 01:24:45.922,9.800
08/06/2023 01:24:46.941,9.800
08/06/2023 01:24:47.962,9.800
08/06/2023 01:24:48.984,9.800
08/06/2023 01:24:49.996,9.800
08/06/2023 01:24:51.017,9.800
08/06/2023 01:24:52.029,9.800
08/06/2023 01:24:53.051,9.800
08/06/2023 01:24:54.067,9.800
08/06/2023 01:24:55.083,9.800
08/06/2023 01:24:56.100,9.700
08/06/2023 01:24:57.115,9.800
08/06/2023 01:24:58.136,9.800
08/06/2023 01:24:59.158,9.800
08/06/2023 01:25:00.182,9.800
08/06/2023 01:25:01.199,9.700
08/06/2023 01:25:02.220,9.700
08/06/2023 01:25:03.243,9.700
08/06/2023 01:25:04.266,9.700
08/06/2023 01:25:05.276,9.700
08/06/2023 01:25:06.289,9.700
08/06/2023 01:25:07.325,9.700
08/06/2023 01:25:08.348,9.800
08/06/2023 01:25:09.372,9.800
08/06/2023 01:25:10.395,9.800
08/06/2023 01:25:11.412,9.800
08/06/2023 01:25:12.421,9.700
08/06/2023 01:25:13.431,9.700
08/06/2023 01:25:14.452,9.800
08/06/2023 01:25:15.462,9.800
08/06/2023 01:25:16.477,9.800
08/06/2023 01:25:17.498,9.700
08/06/2023 01:25:18.506,9.800
08/06/2023 01:25:19.534,9.700
08/06/2023 01:25:20.560,9.700
08/06/2023 01:25:21.576,9.800
08/06/2023 01:25:22.597,9.800
08/06/2023 01:25:23.615,9.800
08/06/2023 01:25:24.637,9.800
08/06/2023 01:25:25.646,9.800
08/06/2023 01:25:26.684,9.700
08/06/2023 01:25:27.695,9.800
08/06/2023 01:25:28.702,9.800
08/06/2023 01:25:29.729,9.800
08/06/2023 01:25:30.750,9.800
08/06/2023 01:25:31.771,9.700
08/06/2023 01:25:32.780,9.800
08/06/2023 01:25:33.801,9.800
08/06/2023 01:25:34.824,9.800
08/06/2023 01:25:35.836,9.700
08/06/2023 01:25:36.849,9.700
08/06/2023 01:25:37.871,9.700
08/06/2023 01:25:38.894,9.800
08/06/2023 01:25:39.916,9.700
08/06/2023 01:25:40.929,9.800
08/06/2023 01:25:41.942,9.800
08/06/2023 01:25:42.959,9.800
08/06/2023 01:25:43.967,9.700
08/06/2023 01:25:44.998,9.700
08/06/2023 01:25:46.015,9.800
08/06/2023 01:25:47.023,9.700
08/06/2023 01:25:48.039,9.800
08/06/2023 01:25:49.065,9.700
08/06/2023 01:25:50.089,9.700
08/06/2023 01:25:51.101,9.800
08/06/2023 01:25:52.112,9.800
08/06/2023 01:25:53.121,9.800
08/06/2023 01:25:54.144,9.800
08/06/2023 01:25:55.167,9.800
08/06/2023 01:25:56.186,9.700
08/06/2023 01:25:57.207,9.800
08/06/2023 01:25:58.225,9.800
08/06/2023 01:25:59.247,9.800
08/06/2023 01:26:00.269,9.800
08/06/2023 01:26:01.288,9.800
08/06/2023 01:26:02.325,9.800
08/06/2023 01:26:03.337,9.800
08/06/2023 01:26:04.357,9.700
08/06/2023 01:26:05.380,9.800
08/06/2023 01:26:06.389,9.800
08/06/2023 01:26:07.397,9.800
08/06/2023 01:26:08.406,9.800
08/06/2023 01:26:09.421,9.800
08/06/2023 01:26:10.436,9.800
08/06/2023 01:26:11.447,9.800
08/06/2023 01:26:12.469,9.800
08/06/2023 01:26:13.491,9.800
08/06/2023 01:26:14.512,9.800
08/06/2023 01:26:15.521,9.800
08/06/2023 01:26:16.544,9.800
08/06/2023 01:26:17.566,9.800
08/06/2023 01:26:18.588,9.800
08/06/2023 01:26:19.609,9.800
08/06/2023 01:26:20.619,9.800
08/06/2023 01:26:21.629,9.800
08/06/2023 01:26:22.652,9.800
08/06/2023 01:26:23.674,9.700
08/06/2023 01:26:24.695,9.800
08/06/2023 01:26:25.703,9.800
08/06/2023 01:26:26.712,9.800
08/06/2023 01:26:27.722,9.800
08/06/2023 01:26:28.746,9.800
08/06/2023 01:26:29.769,9.800
08/06/2023 01:26:30.791,9.800
08/06/2023 01:26:31.801,9.800
08/06/2023 01:26:32.810,9.800
08/06/2023 01:26:33.830,9.800
08/06/2023 01:26:34.847,9.800
08/06/2023 01:26:35.876,9.700
08/06/2023 01:26:36.898,9.800
08/06/2023 01:26:37.908,9.800
08/06/2023 01:26:38.929,9.800
08/06/2023 01:26:39.946,9.800
08/06/2023 01:26:40.963,9.800
08/06/2023 01:26:41.971,9.800
08/06/2023 01:26:42.997,9.800
08/06/2023 01:26:44.019,9.700
08/06/2023 01:26:45.042,9.800
08/06/2023 01:26:46.064,9.800
08/06/2023 01:26:47.071,9.800
08/06/2023 01:26:48.082,9.800
08/06/2023 01:26:49.103,9.700
08/06/2023 01:26:50.124,9.800
08/06/2023 01:26:51.134,9.800
08/06/2023 01:26:52.142,9.800
08/06/2023 01:26:53.169,9.800
08/06/2023 01:26:54.193,9.800
08/06/2023 01:26:55.203,9.700
08/06/2023 01:26:56.217,9.800
08/06/2023 01:26:57.227,9.800
08/06/2023 01:26:58.238,9.800
08/06/2023 01:26:59.247,9.800
08/06/2023 01:27:00.269,9.800
08/06/2023 01:27:01.279,9.800
08/06/2023 01:27:02.300,9.800
08/06/2023 01:27:03.323,9.800
08/06/2023 01:27:04.335,9.800
08/06/2023 01:27:05.356,9.800
08/06/2023 01:27:06.367,9.800
08/06/2023 01:27:07.383,9.700
08/06/2023 01:27:08.405,9.800
08/06/2023 01:27:09.428,9.800
08/06/2023 01:27:10.437,9.800
08/06/2023 01:27:11.450,9.800
08/06/2023 01:27:12.475,9.800
08/06/2023 01:27:13.497,9.800
08/06/2023 01:27:14.521,9.800
08/06/2023 01:27:15.533,9.800
08/06/2023 01:27:16.555,9.800
08/06/2023 01:27:17.578,9.800
08/06/2023 01:27:18.600,9.800
08/06/2023 01:27:19.621,9.800
08/06/2023 01:27:20.632,9.800
08/06/2023 01:27:21.654,9.800
08/06/2023 01:27:22.665,9.800
08/06/2023 01:27:23.687,9.800
08/06/2023 01:27:24.697,9.800
08/06/2023 01:27:25.707,9.800
08/06/2023 01:27:26.730,9.800
08/06/2023 01:27:27.742,9.800
08/06/2023 01:27:28.755,9.700
08/06/2023 01:27:29.765,9.700
08/06/2023 01:27:30.784,9.800
08/06/2023 01:27:31.796,9.800
08/06/2023 01:27:32.817,9.700
08/06/2023 01:27:33.828,9.800
08/06/2023 01:27:34.839,9.700
08/06/2023 01:27:35.848,9.700
08/06/2023 01:27:36.871,9.800
08/06/2023 01:27:37.892,9.700
08/06/2023 01:27:38.914,9.800
08/06/2023 01:27:39.938,9.700
08/06/2023 01:27:40.961,9.800
08/06/2023 01:27:41.987,9.700
08/06/2023 01:27:43.006,9.700
08/06/2023 01:27:44.017,9.700
08/06/2023 01:27:45.039,9.700
08/06/2023 01:27:46.062,9.700
08/06/2023 01:27:47.075,9.800
08/06/2023 01:27:48.098,9.700
08/06/2023 01:27:49.121,9.800
08/06/2023 01:27:50.134,9.700
08/06/2023 01:27:51.149,9.700
08/06/2023 01:27:52.161,9.700
08/06/2023 01:27:53.173,9.700
08/06/2023 01:27:54.187,9.700
08/06/2023 01:27:55.202,9.700
08/06/2023 01:27:56.222,9.700
08/06/2023 01:27:57.245,9.700
08/06/2023 01:27:58.266,9.700
08/06/2023 01:27:59.287,9.800
08/06/2023 01:28:00.297,9.700
08/06/2023 01:28:01.307,9.700
08/06/2023 01:28:02.319,9.700
08/06/2023 01:28:03.330,9.700
08/06/2023 01:28:04.344,9.700
08/06/2023 01:28:05.364,9.700
08/06/2023 01:28:06.386,9.700
08/06/2023 01:28:07.396,9.700
08/06/2023 01:28:08.408,9.700
08/06/2023 01:28:09.417,9.700
08/06/2023 01:28:10.429,9.800
08/06/2023 01:28:11.453,9.700
08/06/2023 01:28:12.476,9.700
08/06/2023 01:28:13.486,9.700
08/06/2023 01:28:14.513,9.700
08/06/2023 01:28:15.534,9.700
08/06/2023 01:28:16.553,9.700
08/06/2023 01:28:17.569,9.800
08/06/2023 01:28:18.580,9.800
08/06/2023 01:28:19.602,9.800
08/06/2023 01:28:20.612,9.800
08/06/2023 01:28:21.620,9.800
08/06/2023 01:28:22.629,9.800
08/06/2023 01:28:23.645,9.800
08/06/2023 01:28:24.655,9.800
08/06/2023 01:28:25.677,9.800
08/06/2023 01:28:26.691,9.800
08/06/2023 01:28:27.715,9.800
08/06/2023 01:28:28.727,9.800
08/06/2023 01:28:29.735,9.800
08/06/2023 01:28:30.757,9.800
08/06/2023 01:28:31.781,9.800
08/06/2023 01:28:32.801,9.800
08/06/2023 01:28:33.821,9.800
08/06/2023 01:28:34.834,9.800
08/06/2023 01:28:35.855,9.800
08/06/2023 01:28:36.868,9.800
08/06/2023 01:28:37.885,9.700
08/06/2023 01:28:38.894,9.700
08/06/2023 01:28:39.905,9.700
08/06/2023 01:28:40.925,9.700
08/06/2023 01:28:41.942,9.800
08/06/2023 01:28:42.964,9.700
08/06/2023 01:28:43.978,9.700
08/06/2023 01:28:44.990,9.700
08/06/2023 01:28:46.000,9.700
08/06/2023 01:28:47.021,9.700
08/06/2023 01:28:48.043,9.700
08/06/2023 01:28:49.063,9.800
08/06/2023 01:28:50.077,9.700
08/06/2023 01:28:51.101,9.700
08/06/2023 01:28:52.120,9.700
08/06/2023 01:28:53.134,9.700
08/06/2023 01:28:54.146,9.700
08/06/2023 01:28:55.168,9.700
08/06/2023 01:28:56.182,9.700
08/06/2023 01:28:57.191,9.700
08/06/2023 01:28:58.212,9.700
08/06/2023 01:28:59.223,9.700
08/06/2023 01:29:00.235,9.800
08/06/2023 01:29:01.258,9.700
08/06/2023 01:29:02.266,9.700
08/06/2023 01:29:03.294,9.700
08/06/2023 01:29:04.303,9.700
08/06/2023 01:29:05.327,9.800
08/06/2023 01:29:06.336,9.800
08/06/2023 01:29:07.345,9.800
08/06/2023 01:29:08.361,9.800
08/06/2023 01:29:09.383,9.700
08/06/2023 01:29:10.406,9.800
08/06/2023 01:29:11.427,9.800
08/06/2023 01:29:12.447,9.800
08/06/2023 01:29:13.470,9.800
08/06/2023 01:29:14.479,9.800
08/06/2023 01:29:15.487,9.800
08/06/2023 01:29:16.500,9.700
08/06/2023 01:29:17.521,9.700
08/06/2023 01:29:18.530,9.800
08/06/2023 01:29:19.539,9.800
08/06/2023 01:29:20.561,9.800
08/06/2023 01:29:21.578,9.700
08/06/2023 01:29:22.588,9.700
08/06/2023 01:29:23.609,9.800
08/06/2023 01:29:24.636,9.800
08/06/2023 01:29:25.653,9.800
08/06/2023 01:29:26.676,9.800
08/06/2023 01:29:27.700,9.800
08/06/2023 01:29:28.713,9.800
08/06/2023 01:29:29.737,9.800
08/06/2023 01:29:30.773,9.800
08/06/2023 01:29:31.787,9.700
08/06/2023 01:29:32.804,9.800
08/06/2023 01:29:33.836,9.700
08/06/2023 01:29:34.851,9.800
08/06/2023 01:29:35.860,9.700
08/06/2023 01:29:36.872,9.800
08/06/2023 01:29:37.892,9.800
08/06/2023 01:29:38.908,9.800
08/06/2023 01:29:39.934,9.800
08/06/2023 01:29:40.942,9.700
08/06/2023 01:29:41.952,9.800
08/06/2023 01:29:42.971,9.800
08/06/2023 01:29:43.985,9.800
08/06/2023 01:29:44.999,9.700
08/06/2023 01:29:46.011,9.700
08/06/2023 01:29:47.030,9.800
08/06/2023 01:29:48.043,9.800
08/06/2023 01:29:49.067,9.800
08/06/2023 01:29:50.078,9.700
08/06/2023 01:29:51.092,9.700
08/06/2023 01:29:52.104,9.800
08/06/2023 01:29:53.122,9.800
08/06/2023 01:29:54.134,9.700
08/06/2023 01:29:55.142,9.700
08/06/2023 01:29:56.152,9.700
08/06/2023 01:29:57.177,9.700
08/06/2023 01:29:58.197,9.700
08/06/2023 01:29:59.217,9.700
08/06/2023 01:30:00.234,9.700
08/06/2023 01:30:01.250,9.700
08/06/2023 01:30:02.270,9.700
08/06/2023 01:30:03.289,9.700
08/06/2023 01:30:04.303,9.700
08/06/2023 01:30:05.320,9.800
08/06/2023 01:30:06.340,9.800
08/06/2023 01:30:07.355,9.800
08/06/2023 01:30:08.381,9.700
08/06/2023 01:30:09.397,9.700
08/06/2023 01:30:10.420,9.800
08/06/2023 01:30:11.429,9.800
08/06/2023 01:30:12.451,9.800
08/06/2023 01:30:13.481,9.700
08/06/2023 01:30:14.498,9.800
08/06/2023 01:30:15.518,9.800
08/06/2023 01:30:16.543,9.800
08/06/2023 01:30:17.564,9.800
08/06/2023 01:30:18.594,9.700
08/06/2023 01:30:19.616,9.700
08/06/2023 01:30:20.624,9.800
08/06/2023 01:30:21.648,9.700
08/06/2023 01:30:22.672,9.700
08/06/2023 01:30:23.695,9.800
08/06/2023 01:30:24.716,9.800
08/06/2023 01:30:25.730,9.700
08/06/2023 01:30:26.740,9.800
08/06/2023 01:30:27.749,9.800
08/06/2023 01:30:28.763,9.800
08/06/2023 01:30:29.773,9.800
08/06/2023 01:30:30.792,9.800
08/06/2023 01:30:31.806,9.800
08/06/2023 01:30:32.829,9.800
08/06/2023 01:30:33.843,9.800
08/06/2023 01:30:34.852,9.700
08/06/2023 01:30:35.864,9.700
08/06/2023 01:30:36.873,9.700
08/06/2023 01:30:37.889,9.700
08/06/2023 01:30:38.898,9.800
08/06/2023 01:30:39.908,9.700
08/06/2023 01:30:40.921,9.800
08/06/2023 01:30:41.930,9.800
08/06/2023 01:30:42.940,9.800
08/06/2023 01:30:43.962,9.800
08/06/2023 01:30:44.984,9.800
08/06/2023 01:30:45.991,9.700
08/06/2023 01:30:47.005,9.700
08/06/2023 01:30:48.029,9.800
08/06/2023 01:30:49.047,9.800
08/06/2023 01:30:50.056,9.800
08/06/2023 01:30:51.081,9.800
08/06/2023 01:30:52.100,9.800
08/06/2023 01:30:53.109,9.800
08/06/2023 01:30:54.124,9.800
08/06/2023 01:30:55.141,9.800
08/06/2023 01:30:56.149,9.800
08/06/2023 01:30:57.158,9.700
08/06/2023 01:30:58.168,9.800
08/06/2023 01:30:59.190,9.800
08/06/2023 01:31:00.203,9.800
08/06/2023 01:31:01.226,9.700
08/06/2023 01:31:02.236,9.800
08/06/2023 01:31:03.266,9.800
08/06/2023 01:31:04.287,9.800
08/06/2023 01:31:05.298,9.800
08/06/2023 01:31:06.306,9.800
08/06/2023 01:31:07.329,9.700
08/06/2023 01:31:08.351,9.700
08/06/2023 01:31:09.373,9.700
08/06/2023 01:31:10.395,9.700
08/06/2023 01:31:11.418,9.800
08/06/2023 01:31:12.434,9.800
08/06/2023 01:31:13.448,9.800
08/06/2023 01:31:14.472,9.700
08/06/2023 01:31:15.481,9.800
08/06/2023 01:31:16.493,9.800
08/06/2023 01:31:17.505,9.700
08/06/2023 01:31:18.514,9.700
08/06/2023 01:31:19.528,9.800
08/06/2023 01:31:20.549,9.800
08/06/2023 01:31:21.560,9.800
08/06/2023 01:31:22.584,9.700
08/06/2023 01:31:23.595,9.700
08/06/2023 01:31:24.615,9.700
08/06/2023 01:31:25.629,9.800
08/06/2023 01:31:26.637,9.700
08/06/2023 01:31:27.647,9.700
08/06/2023 01:31:28.656,9.800
08/06/2023 01:31:29.665,9.800
08/06/2023 01:31:30.673,9.800
08/06/2023 01:31:31.687,9.800
08/06/2023 01:31:32.700,9.800
08/06/2023 01:31:33.711,9.800
08/06/2023 01:31:34.733,9.800
08/06/2023 01:31:35.747,9.700
08/06/2023 01:31:36.757,9.700
08/06/2023 01:31:37.778,9.800
08/06/2023 01:31:38.786,9.800
08/06/2023 01:31:39.809,9.700
08/06/2023 01:31:40.831,9.700
08/06/2023 01:31:41.854,9.700
08/06/2023 01:31:42.868,9.700
08/06/2023 01:31:43.879,9.700
08/06/2023 01:31:44.894,9.800
08/06/2023 01:31:45.919,9.700
08/06/2023 01:31:46.930,9.700
08/06/2023 01:31:47.937,9.700
08/06/2023 01:31:48.959,9.700
08/06/2023 01:31:49.981,9.700
08/06/2023 01:31:50.990,9.800
08/06/2023 01:31:52.012,9.800
08/06/2023 01:31:53.034,9.700
08/06/2023 01:31:54.044,9.800
08/06/2023 01:31:55.066,9.800
08/06/2023 01:31:56.079,9.800
08/06/2023 01:31:57.101,9.700
08/06/2023 01:31:58.123,9.700
08/06/2023 01:31:59.136,9.700
08/06/2023 01:32:00.156,9.800
08/06/2023 01:32:01.178,9.700
08/06/2023 01:32:02.186,9.700
08/06/2023 01:32:03.207,9.700
08/06/2023 01:32:04.216,9.800
08/06/2023 01:32:05.235,9.800
08/06/2023 01:32:06.243,9.800
08/06/2023 01:32:07.255,9.700
08/06/2023 01:32:08.264,9.800
08/06/2023 01:32:09.283,9.700
08/06/2023 01:32:10.305,9.800
08/06/2023 01:32:11.314,9.800
08/06/2023 01:32:12.325,9.800
08/06/2023 01:32:13.345,9.700
08/06/2023 01:32:14.375,9.800
08/06/2023 01:32:15.392,9.800
08/06/2023 01:32:16.418,9.800
08/06/2023 01:32:17.431,9.800
