'EPIC SnO.PID.wOP Log File

'Date,SnO.PID.wOP
08/06/2023 01:54:38.845,4.500
08/06/2023 01:54:39.853,4.500
08/06/2023 01:54:40.871,4.500
08/06/2023 01:54:41.884,4.500
08/06/2023 01:54:42.891,4.500
08/06/2023 01:54:43.899,4.500
08/06/2023 01:54:44.908,4.500
08/06/2023 01:54:45.916,4.500
08/06/2023 01:54:46.930,4.500
08/06/2023 01:54:47.946,4.500
08/06/2023 01:54:48.955,4.500
08/06/2023 01:54:49.963,4.500
08/06/2023 01:54:50.984,4.500
08/06/2023 01:54:51.991,4.500
08/06/2023 01:54:53.013,4.500
08/06/2023 01:54:54.024,4.500
08/06/2023 01:54:55.033,4.500
08/06/2023 01:54:56.042,4.500
08/06/2023 01:54:57.052,4.500
08/06/2023 01:54:58.062,4.500
08/06/2023 01:54:59.069,4.500
08/06/2023 01:55:00.082,4.500
08/06/2023 01:55:01.093,4.500
08/06/2023 01:55:02.107,4.500
08/06/2023 01:55:03.118,4.500
08/06/2023 01:55:04.133,4.500
08/06/2023 01:55:05.141,4.500
08/06/2023 01:55:06.156,4.500
08/06/2023 01:55:07.166,4.500
08/06/2023 01:55:08.176,4.500
08/06/2023 01:55:09.186,4.500
08/06/2023 01:55:10.206,4.500
08/06/2023 01:55:11.216,4.500
08/06/2023 01:55:12.226,4.500
08/06/2023 01:55:13.250,4.500
08/06/2023 01:55:14.271,4.500
08/06/2023 01:55:15.280,4.500
08/06/2023 01:55:16.295,4.500
08/06/2023 01:55:17.315,4.500
08/06/2023 01:55:18.334,4.500
08/06/2023 01:55:19.345,4.500
08/06/2023 01:55:20.357,4.500
08/06/2023 01:55:21.366,4.500
08/06/2023 01:55:22.375,4.500
08/06/2023 01:55:23.382,4.500
08/06/2023 01:55:24.389,4.500
08/06/2023 01:55:25.397,4.500
08/06/2023 01:55:26.406,4.500
08/06/2023 01:55:27.418,4.500
08/06/2023 01:55:28.432,4.500
08/06/2023 01:55:29.439,4.500
08/06/2023 01:55:30.447,4.500
08/06/2023 01:55:31.457,4.500
08/06/2023 01:55:32.469,4.500
08/06/2023 01:55:33.491,4.500
08/06/2023 01:55:34.504,4.500
08/06/2023 01:55:35.522,4.500
08/06/2023 01:55:36.534,4.500
08/06/2023 01:55:37.543,4.500
08/06/2023 01:55:38.554,4.500
08/06/2023 01:55:39.561,4.500
08/06/2023 01:55:40.573,4.500
08/06/2023 01:55:41.585,4.500
08/06/2023 01:55:42.593,4.500
08/06/2023 01:55:43.604,4.500
08/06/2023 01:55:44.611,4.600
08/06/2023 01:55:45.622,4.500
08/06/2023 01:55:46.632,4.600
08/06/2023 01:55:47.645,4.500
08/06/2023 01:55:48.666,4.500
08/06/2023 01:55:49.676,4.500
08/06/2023 01:55:50.682,4.500
08/06/2023 01:55:51.690,4.500
08/06/2023 01:55:52.708,4.500
08/06/2023 01:55:53.727,4.500
08/06/2023 01:55:54.737,4.500
08/06/2023 01:55:55.750,4.500
08/06/2023 01:55:56.759,4.500
08/06/2023 01:55:57.775,4.500
08/06/2023 01:55:58.789,4.500
08/06/2023 01:55:59.807,4.500
08/06/2023 01:56:00.818,4.500
08/06/2023 01:56:01.830,4.500
08/06/2023 01:56:02.850,4.500
08/06/2023 01:56:03.861,4.500
08/06/2023 01:56:04.872,4.500
08/06/2023 01:56:05.895,4.500
08/06/2023 01:56:06.914,4.500
08/06/2023 01:56:07.922,4.500
08/06/2023 01:56:08.943,4.500
08/06/2023 01:56:09.950,4.500
08/06/2023 01:56:10.961,4.500
08/06/2023 01:56:11.968,4.500
08/06/2023 01:56:12.977,4.500
08/06/2023 01:56:13.988,4.500
08/06/2023 01:56:15.000,4.500
08/06/2023 01:56:16.020,4.500
08/06/2023 01:56:17.030,4.500
08/06/2023 01:56:18.050,4.500
08/06/2023 01:56:19.058,4.500
08/06/2023 01:56:20.066,4.500
08/06/2023 01:56:21.078,4.500
08/06/2023 01:56:22.088,4.500
08/06/2023 01:56:23.096,4.500
08/06/2023 01:56:24.106,4.500
08/06/2023 01:56:25.126,4.500
08/06/2023 01:56:26.135,4.500
08/06/2023 01:56:27.146,4.500
08/06/2023 01:56:28.156,4.500
08/06/2023 01:56:29.180,4.500
08/06/2023 01:56:30.196,4.500
08/06/2023 01:56:31.215,4.500
08/06/2023 01:56:32.230,4.500
08/06/2023 01:56:33.239,4.500
08/06/2023 01:56:34.256,4.500
08/06/2023 01:56:35.262,4.500
08/06/2023 01:56:36.277,4.500
08/06/2023 01:56:37.285,4.500
08/06/2023 01:56:38.295,4.500
08/06/2023 01:56:39.308,4.500
08/06/2023 01:56:40.330,4.500
08/06/2023 01:56:41.342,4.500
08/06/2023 01:56:42.348,4.500
08/06/2023 01:56:43.373,4.500
08/06/2023 01:56:44.380,4.500
08/06/2023 01:56:45.390,4.500
08/06/2023 01:56:46.405,4.500
08/06/2023 01:56:47.425,4.500
08/06/2023 01:56:48.434,4.500
08/06/2023 01:56:49.446,4.500
08/06/2023 01:56:50.452,4.500
08/06/2023 01:56:51.465,4.500
08/06/2023 01:56:52.472,4.500
08/06/2023 01:56:53.484,4.500
08/06/2023 01:56:54.510,4.500
08/06/2023 01:56:55.524,4.500
08/06/2023 01:56:56.535,4.500
08/06/2023 01:56:57.551,4.500
08/06/2023 01:56:58.563,4.500
08/06/2023 01:56:59.570,4.500
08/06/2023 01:57:00.589,4.500
08/06/2023 01:57:01.597,4.500
08/06/2023 01:57:02.607,4.500
08/06/2023 01:57:03.613,4.500
08/06/2023 01:57:04.633,4.500
08/06/2023 01:57:05.645,4.500
08/06/2023 01:57:06.656,4.500
08/06/2023 01:57:07.676,4.500
08/06/2023 01:57:08.685,4.500
08/06/2023 01:57:09.692,4.500
08/06/2023 01:57:10.699,4.500
08/06/2023 01:57:11.712,4.500
08/06/2023 01:57:12.721,4.500
08/06/2023 01:57:13.729,4.500
08/06/2023 01:57:14.748,4.500
08/06/2023 01:57:15.755,4.500
08/06/2023 01:57:16.768,4.500
08/06/2023 01:57:17.791,4.500
08/06/2023 01:57:18.808,4.500
08/06/2023 01:57:19.830,4.500
08/06/2023 01:57:20.848,4.500
08/06/2023 01:57:21.869,4.500
08/06/2023 01:57:22.883,4.500
08/06/2023 01:57:23.900,4.500
08/06/2023 01:57:24.914,4.500
08/06/2023 01:57:25.924,4.500
08/06/2023 01:57:26.931,4.500
08/06/2023 01:57:27.953,4.500
08/06/2023 01:57:28.968,4.500
08/06/2023 01:57:29.987,4.500
08/06/2023 01:57:30.997,4.500
08/06/2023 01:57:32.004,4.500
08/06/2023 01:57:33.015,4.500
08/06/2023 01:57:34.036,4.500
08/06/2023 01:57:35.060,4.500
08/06/2023 01:57:36.078,4.500
08/06/2023 01:57:37.088,4.500
08/06/2023 01:57:38.100,4.500
08/06/2023 01:57:39.108,4.500
08/06/2023 01:57:40.117,4.500
08/06/2023 01:57:41.126,4.500
08/06/2023 01:57:42.137,4.500
08/06/2023 01:57:43.147,4.500
08/06/2023 01:57:44.167,4.500
08/06/2023 01:57:45.179,4.500
08/06/2023 01:57:46.192,4.500
08/06/2023 01:57:47.213,4.500
08/06/2023 01:57:48.222,4.500
08/06/2023 01:57:49.232,4.500
08/06/2023 01:57:50.250,4.500
08/06/2023 01:57:51.277,4.500
08/06/2023 01:57:52.295,4.500
08/06/2023 01:57:53.309,4.500
08/06/2023 01:57:54.327,4.500
08/06/2023 01:57:55.338,4.500
08/06/2023 01:57:56.362,4.500
08/06/2023 01:57:57.371,4.500
08/06/2023 01:57:58.381,4.500
08/06/2023 01:57:59.400,4.500
08/06/2023 01:58:00.433,4.500
08/06/2023 01:58:01.442,4.500
08/06/2023 01:58:02.453,4.500
08/06/2023 01:58:03.467,4.500
08/06/2023 01:58:04.486,4.500
08/06/2023 01:58:05.497,4.500
08/06/2023 01:58:06.508,4.500
08/06/2023 01:58:07.520,4.500
08/06/2023 01:58:08.526,4.500
08/06/2023 01:58:09.539,4.500
08/06/2023 01:58:10.547,4.500
08/06/2023 01:58:11.555,4.500
08/06/2023 01:58:12.576,4.500
08/06/2023 01:58:13.587,4.500
08/06/2023 01:58:14.596,4.500
08/06/2023 01:58:15.608,4.500
08/06/2023 01:58:16.617,4.500
08/06/2023 01:58:17.631,4.500
08/06/2023 01:58:18.650,4.500
08/06/2023 01:58:19.660,4.500
08/06/2023 01:58:20.668,4.500
08/06/2023 01:58:21.675,4.500
08/06/2023 01:58:22.683,4.500
08/06/2023 01:58:23.698,4.500
08/06/2023 01:58:24.716,4.500
08/06/2023 01:58:25.735,4.500
08/06/2023 01:58:26.760,4.500
08/06/2023 01:58:27.794,4.500
08/06/2023 01:58:28.812,4.500
08/06/2023 01:58:29.836,4.500
08/06/2023 01:58:30.859,4.500
08/06/2023 01:58:31.878,4.500
08/06/2023 01:58:32.904,4.500
08/06/2023 01:58:33.923,4.500
08/06/2023 01:58:34.929,4.500
08/06/2023 01:58:35.945,4.500
08/06/2023 01:58:36.954,4.500
08/06/2023 01:58:37.965,4.500
08/06/2023 01:58:38.979,4.500
08/06/2023 01:58:39.988,4.500
08/06/2023 01:58:41.004,4.500
08/06/2023 01:58:42.012,4.500
08/06/2023 01:58:43.022,4.500
08/06/2023 01:58:44.029,4.500
08/06/2023 01:58:45.037,4.500
08/06/2023 01:58:46.058,4.500
08/06/2023 01:58:47.066,4.500
08/06/2023 01:58:48.082,4.500
08/06/2023 01:58:49.101,4.500
08/06/2023 01:58:50.108,4.500
08/06/2023 01:58:51.127,4.500
08/06/2023 01:58:52.139,4.500
08/06/2023 01:58:53.148,4.500
08/06/2023 01:58:54.169,4.500
08/06/2023 01:58:55.176,4.500
08/06/2023 01:58:56.185,4.500
08/06/2023 01:58:57.199,4.500
08/06/2023 01:58:58.216,4.500
08/06/2023 01:58:59.235,4.500
08/06/2023 01:59:00.264,4.500
08/06/2023 01:59:01.282,4.500
08/06/2023 01:59:02.289,4.500
08/06/2023 01:59:03.302,4.500
08/06/2023 01:59:04.314,4.500
08/06/2023 01:59:05.336,4.500
08/06/2023 01:59:06.346,4.500
08/06/2023 01:59:07.368,4.500
08/06/2023 01:59:08.381,4.500
08/06/2023 01:59:09.388,4.500
08/06/2023 01:59:10.395,4.500
08/06/2023 01:59:11.419,4.500
08/06/2023 01:59:12.429,4.500
08/06/2023 01:59:13.436,4.500
08/06/2023 01:59:14.444,4.500
08/06/2023 01:59:15.453,4.500
08/06/2023 01:59:16.459,4.500
08/06/2023 01:59:17.467,4.500
08/06/2023 01:59:18.478,4.500
08/06/2023 01:59:19.485,4.500
08/06/2023 01:59:20.493,4.500
08/06/2023 01:59:21.503,4.500
08/06/2023 01:59:22.521,4.500
08/06/2023 01:59:23.540,4.500
08/06/2023 01:59:24.547,4.500
08/06/2023 01:59:25.557,4.500
08/06/2023 01:59:26.571,4.500
08/06/2023 01:59:27.590,4.500
08/06/2023 01:59:28.602,4.500
08/06/2023 01:59:29.625,4.500
08/06/2023 01:59:30.636,4.500
08/06/2023 01:59:31.645,4.500
08/06/2023 01:59:32.657,4.500
08/06/2023 01:59:33.670,4.500
08/06/2023 01:59:34.681,4.500
08/06/2023 01:59:35.699,4.500
08/06/2023 01:59:36.709,4.500
08/06/2023 01:59:37.714,4.500
08/06/2023 01:59:38.725,4.500
08/06/2023 01:59:39.743,4.500
08/06/2023 01:59:40.757,4.500
08/06/2023 01:59:41.764,4.500
08/06/2023 01:59:42.785,4.500
08/06/2023 01:59:43.805,4.500
08/06/2023 01:59:44.815,4.500
08/06/2023 01:59:45.833,4.500
08/06/2023 01:59:46.857,4.500
08/06/2023 01:59:47.878,4.500
08/06/2023 01:59:48.899,4.500
08/06/2023 01:59:49.934,4.500
08/06/2023 01:59:50.949,4.500
08/06/2023 01:59:51.958,4.500
08/06/2023 01:59:52.967,4.500
08/06/2023 01:59:53.976,4.500
08/06/2023 01:59:54.986,4.500
08/06/2023 01:59:55.994,4.500
08/06/2023 01:59:57.003,4.500
08/06/2023 01:59:58.022,4.500
08/06/2023 01:59:59.034,4.500
08/06/2023 02:00:00.044,4.500
08/06/2023 02:00:01.053,4.500
08/06/2023 02:00:02.061,4.500
08/06/2023 02:00:03.085,4.500
08/06/2023 02:00:04.108,4.500
08/06/2023 02:00:05.126,4.500
08/06/2023 02:00:06.136,4.500
08/06/2023 02:00:07.147,4.500
08/06/2023 02:00:08.169,4.500
08/06/2023 02:00:09.186,4.500
08/06/2023 02:00:10.201,4.500
08/06/2023 02:00:11.219,4.500
08/06/2023 02:00:12.237,4.500
08/06/2023 02:00:13.251,4.500
08/06/2023 02:00:14.263,4.500
08/06/2023 02:00:15.274,4.500
08/06/2023 02:00:16.295,4.500
08/06/2023 02:00:17.311,4.500
08/06/2023 02:00:18.320,4.500
08/06/2023 02:00:19.330,4.500
08/06/2023 02:00:20.348,4.500
08/06/2023 02:00:21.356,4.500
08/06/2023 02:00:22.374,4.500
08/06/2023 02:00:23.399,4.500
08/06/2023 02:00:24.411,4.500
08/06/2023 02:00:25.430,4.500
08/06/2023 02:00:26.441,4.500
08/06/2023 02:00:27.453,4.500
08/06/2023 02:00:28.463,4.500
08/06/2023 02:00:29.471,4.500
08/06/2023 02:00:30.480,4.500
08/06/2023 02:00:31.501,4.500
08/06/2023 02:00:32.523,4.500
08/06/2023 02:00:33.535,4.500
08/06/2023 02:00:34.547,4.500
08/06/2023 02:00:35.557,4.500
08/06/2023 02:00:36.570,4.500
08/06/2023 02:00:37.587,4.500
08/06/2023 02:00:38.599,4.500
08/06/2023 02:00:39.607,4.500
08/06/2023 02:00:40.621,4.500
08/06/2023 02:00:41.640,4.500
08/06/2023 02:00:42.652,4.500
08/06/2023 02:00:43.663,4.500
08/06/2023 02:00:44.674,4.500
08/06/2023 02:00:45.683,4.500
08/06/2023 02:00:46.694,4.500
08/06/2023 02:00:47.702,4.500
08/06/2023 02:00:48.710,4.500
08/06/2023 02:00:49.724,4.500
08/06/2023 02:00:50.746,4.500
08/06/2023 02:00:51.764,4.500
08/06/2023 02:00:52.773,4.500
08/06/2023 02:00:53.782,4.500
08/06/2023 02:00:54.791,4.500
08/06/2023 02:00:55.800,4.500
08/06/2023 02:00:56.821,4.500
08/06/2023 02:00:57.843,4.500
08/06/2023 02:00:58.858,4.500
08/06/2023 02:00:59.865,4.500
08/06/2023 02:01:00.881,4.500
08/06/2023 02:01:01.911,4.500
08/06/2023 02:01:02.930,4.500
08/06/2023 02:01:03.937,4.500
08/06/2023 02:01:04.946,4.500
08/06/2023 02:01:05.966,4.500
08/06/2023 02:01:06.975,4.500
08/06/2023 02:01:07.985,4.500
08/06/2023 02:01:08.998,4.500
08/06/2023 02:01:10.004,4.500
08/06/2023 02:01:11.012,4.500
08/06/2023 02:01:12.023,4.500
08/06/2023 02:01:13.035,4.500
08/06/2023 02:01:14.049,4.500
08/06/2023 02:01:15.056,4.500
08/06/2023 02:01:16.067,4.500
08/06/2023 02:01:17.076,4.500
08/06/2023 02:01:18.091,4.500
08/06/2023 02:01:19.106,4.500
08/06/2023 02:01:20.126,4.500
08/06/2023 02:01:21.136,4.500
08/06/2023 02:01:22.157,4.500
08/06/2023 02:01:23.173,4.500
08/06/2023 02:01:24.180,4.500
08/06/2023 02:01:25.190,4.500
08/06/2023 02:01:26.201,4.500
08/06/2023 02:01:27.221,4.500
08/06/2023 02:01:28.241,4.500
08/06/2023 02:01:29.251,4.500
08/06/2023 02:01:30.266,4.500
08/06/2023 02:01:31.291,4.500
08/06/2023 02:01:32.311,4.500
08/06/2023 02:01:33.329,4.500
08/06/2023 02:01:34.347,4.500
08/06/2023 02:01:35.369,4.500
08/06/2023 02:01:36.387,4.500
08/06/2023 02:01:37.404,4.500
08/06/2023 02:01:38.433,4.500
08/06/2023 02:01:39.449,4.500
08/06/2023 02:01:40.459,4.500
08/06/2023 02:01:41.468,4.500
08/06/2023 02:01:42.481,4.500
08/06/2023 02:01:43.488,4.500
08/06/2023 02:01:44.500,4.500
08/06/2023 02:01:45.509,4.500
08/06/2023 02:01:46.522,4.500
08/06/2023 02:01:47.543,4.500
08/06/2023 02:01:48.562,4.500
08/06/2023 02:01:49.573,4.500
08/06/2023 02:01:50.584,4.500
08/06/2023 02:01:51.595,4.500
08/06/2023 02:01:52.604,4.500
08/06/2023 02:01:53.617,4.500
08/06/2023 02:01:54.629,4.500
08/06/2023 02:01:55.653,4.500
08/06/2023 02:01:56.660,4.500
08/06/2023 02:01:57.673,4.500
08/06/2023 02:01:58.679,4.500
08/06/2023 02:01:59.698,4.500
08/06/2023 02:02:00.723,4.500
08/06/2023 02:02:01.734,4.500
08/06/2023 02:02:02.756,4.500
08/06/2023 02:02:03.767,4.500
08/06/2023 02:02:04.779,4.500
08/06/2023 02:02:05.795,4.500
08/06/2023 02:02:06.814,4.500
08/06/2023 02:02:07.827,4.500
08/06/2023 02:02:08.837,4.500
08/06/2023 02:02:09.847,4.500
08/06/2023 02:02:10.858,4.500
08/06/2023 02:02:11.880,4.500
08/06/2023 02:02:12.888,4.500
08/06/2023 02:02:13.897,4.500
08/06/2023 02:02:14.913,4.500
08/06/2023 02:02:15.933,4.500
08/06/2023 02:02:16.956,4.500
08/06/2023 02:02:17.965,4.500
08/06/2023 02:02:18.972,4.500
08/06/2023 02:02:19.997,4.500
08/06/2023 02:02:21.004,4.500
08/06/2023 02:02:22.014,4.500
08/06/2023 02:02:23.024,4.500
08/06/2023 02:02:24.035,4.500
08/06/2023 02:02:25.042,4.500
08/06/2023 02:02:26.053,4.500
08/06/2023 02:02:27.073,4.500
08/06/2023 02:02:28.083,4.500
08/06/2023 02:02:29.091,4.500
08/06/2023 02:02:30.105,4.500
08/06/2023 02:02:31.116,4.500
08/06/2023 02:02:32.128,4.500
08/06/2023 02:02:33.137,4.500
08/06/2023 02:02:34.158,4.500
08/06/2023 02:02:35.171,4.500
08/06/2023 02:02:36.186,4.500
08/06/2023 02:02:37.194,4.500
08/06/2023 02:02:38.216,4.500
08/06/2023 02:02:39.223,4.500
08/06/2023 02:02:40.231,4.500
08/06/2023 02:02:41.240,4.500
08/06/2023 02:02:42.249,4.500
08/06/2023 02:02:43.259,4.500
08/06/2023 02:02:44.270,4.500
08/06/2023 02:02:45.278,4.500
08/06/2023 02:02:46.287,4.500
08/06/2023 02:02:47.310,4.500
08/06/2023 02:02:48.327,4.500
08/06/2023 02:02:49.333,4.500
08/06/2023 02:02:50.352,4.500
08/06/2023 02:02:51.361,4.500
08/06/2023 02:02:52.370,4.500
08/06/2023 02:02:53.381,4.500
08/06/2023 02:02:54.395,4.500
08/06/2023 02:02:55.415,4.500
08/06/2023 02:02:56.435,4.500
08/06/2023 02:02:57.443,4.500
08/06/2023 02:02:58.453,4.500
08/06/2023 02:02:59.459,4.500
08/06/2023 02:03:00.478,4.500
08/06/2023 02:03:01.491,4.500
08/06/2023 02:03:02.503,4.500
08/06/2023 02:03:03.511,4.500
08/06/2023 02:03:04.518,4.500
08/06/2023 02:03:05.532,4.500
08/06/2023 02:03:06.551,4.500
08/06/2023 02:03:07.559,4.500
08/06/2023 02:03:08.568,4.500
08/06/2023 02:03:09.579,4.500
08/06/2023 02:03:10.589,4.500
08/06/2023 02:03:11.600,4.500
08/06/2023 02:03:12.623,4.500
08/06/2023 02:03:13.644,4.500
08/06/2023 02:03:14.664,4.500
08/06/2023 02:03:15.684,4.500
08/06/2023 02:03:16.693,4.500
08/06/2023 02:03:17.702,4.500
08/06/2023 02:03:18.722,4.500
08/06/2023 02:03:19.732,4.500
08/06/2023 02:03:20.742,4.500
08/06/2023 02:03:21.751,4.500
08/06/2023 02:03:22.761,4.500
08/06/2023 02:03:23.775,4.500
08/06/2023 02:03:24.790,4.500
08/06/2023 02:03:25.802,4.500
08/06/2023 02:03:26.813,4.500
08/06/2023 02:03:27.836,4.500
08/06/2023 02:03:28.844,4.500
08/06/2023 02:03:29.854,4.500
08/06/2023 02:03:30.861,4.500
08/06/2023 02:03:31.872,4.500
08/06/2023 02:03:32.882,4.500
08/06/2023 02:03:33.892,4.500
08/06/2023 02:03:34.904,4.500
08/06/2023 02:03:35.914,4.500
08/06/2023 02:03:36.931,4.500
08/06/2023 02:03:37.940,4.500
08/06/2023 02:03:38.956,4.500
08/06/2023 02:03:39.967,4.500
08/06/2023 02:03:40.987,4.500
08/06/2023 02:03:41.992,4.500
08/06/2023 02:03:43.014,4.500
08/06/2023 02:03:44.024,4.500
08/06/2023 02:03:45.031,4.500
08/06/2023 02:03:46.038,4.500
08/06/2023 02:03:47.062,4.500
08/06/2023 02:03:48.080,4.500
08/06/2023 02:03:49.089,4.500
08/06/2023 02:03:50.104,4.500
08/06/2023 02:03:51.111,4.500
08/06/2023 02:03:52.125,4.500
08/06/2023 02:03:53.137,4.500
08/06/2023 02:03:54.151,4.500
08/06/2023 02:03:55.162,4.500
08/06/2023 02:03:56.170,4.500
08/06/2023 02:03:57.181,4.500
08/06/2023 02:03:58.188,4.500
08/06/2023 02:03:59.199,4.500
08/06/2023 02:04:00.205,4.500
08/06/2023 02:04:01.212,4.500
08/06/2023 02:04:02.221,4.500
08/06/2023 02:04:03.243,4.500
08/06/2023 02:04:04.251,4.500
08/06/2023 02:04:05.261,4.500
08/06/2023 02:04:06.269,4.500
08/06/2023 02:04:07.277,4.500
08/06/2023 02:04:08.286,4.500
08/06/2023 02:04:09.293,4.500
08/06/2023 02:04:10.308,4.500
08/06/2023 02:04:11.326,4.500
08/06/2023 02:04:12.344,4.500
08/06/2023 02:04:13.356,4.500
08/06/2023 02:04:14.376,4.500
08/06/2023 02:04:15.383,4.500
08/06/2023 02:04:16.391,4.500
08/06/2023 02:04:17.406,4.500
08/06/2023 02:04:18.431,4.500
08/06/2023 02:04:19.444,4.500
08/06/2023 02:04:20.452,4.500
08/06/2023 02:04:21.462,4.500
08/06/2023 02:04:22.475,4.500
08/06/2023 02:04:23.487,4.500
08/06/2023 02:04:24.511,4.500
08/06/2023 02:04:25.520,4.500
08/06/2023 02:04:26.528,4.500
08/06/2023 02:04:27.537,4.500
08/06/2023 02:04:28.557,4.500
08/06/2023 02:04:29.563,4.500
08/06/2023 02:04:30.574,4.500
08/06/2023 02:04:31.582,4.500
08/06/2023 02:04:32.589,4.500
08/06/2023 02:04:33.599,4.500
08/06/2023 02:04:34.619,4.500
08/06/2023 02:04:35.641,4.500
08/06/2023 02:04:36.650,4.500
08/06/2023 02:04:37.671,4.500
08/06/2023 02:04:38.685,4.500
08/06/2023 02:04:39.711,4.500
08/06/2023 02:04:40.721,4.500
08/06/2023 02:04:41.729,4.500
08/06/2023 02:04:42.740,4.500
08/06/2023 02:04:43.751,4.500
08/06/2023 02:04:44.761,4.500
08/06/2023 02:04:45.770,4.500
08/06/2023 02:04:46.793,4.500
08/06/2023 02:04:47.803,4.500
08/06/2023 02:04:48.814,4.500
08/06/2023 02:04:49.835,4.500
08/06/2023 02:04:50.862,4.500
08/06/2023 02:04:51.870,4.500
08/06/2023 02:04:52.880,4.500
08/06/2023 02:04:53.903,4.500
08/06/2023 02:04:54.927,4.500
08/06/2023 02:04:55.949,4.500
08/06/2023 02:04:56.969,4.500
08/06/2023 02:04:57.981,4.500
08/06/2023 02:04:59.008,4.500
08/06/2023 02:05:00.028,4.500
08/06/2023 02:05:01.038,4.500
08/06/2023 02:05:02.047,4.500
08/06/2023 02:05:03.070,4.500
08/06/2023 02:05:04.094,4.500
08/06/2023 02:05:05.116,4.500
08/06/2023 02:05:06.138,4.500
08/06/2023 02:05:07.163,4.500
08/06/2023 02:05:08.184,4.500
08/06/2023 02:05:09.202,4.500
08/06/2023 02:05:10.217,4.500
08/06/2023 02:05:11.247,4.500
08/06/2023 02:05:12.265,4.500
08/06/2023 02:05:13.285,4.500
08/06/2023 02:05:14.297,4.500
08/06/2023 02:05:15.305,4.500
08/06/2023 02:05:16.327,4.500
08/06/2023 02:05:17.357,4.500
08/06/2023 02:05:18.379,4.500
08/06/2023 02:05:19.403,4.500
08/06/2023 02:05:20.420,4.500
08/06/2023 02:05:21.437,4.500
08/06/2023 02:05:22.447,4.500
08/06/2023 02:05:23.470,4.500
08/06/2023 02:05:24.491,4.500
08/06/2023 02:05:25.501,4.500
08/06/2023 02:05:26.515,4.500
08/06/2023 02:05:27.536,4.500
08/06/2023 02:05:28.552,4.500
08/06/2023 02:05:29.562,4.500
08/06/2023 02:05:30.574,4.500
08/06/2023 02:05:31.585,4.500
08/06/2023 02:05:32.598,4.500
08/06/2023 02:05:33.608,4.500
08/06/2023 02:05:34.624,4.500
08/06/2023 02:05:35.633,4.500
08/06/2023 02:05:36.644,4.500
08/06/2023 02:05:37.658,4.500
08/06/2023 02:05:38.684,4.500
08/06/2023 02:05:39.696,4.500
08/06/2023 02:05:40.707,4.500
08/06/2023 02:05:41.733,4.500
08/06/2023 02:05:42.750,4.500
08/06/2023 02:05:43.772,4.500
08/06/2023 02:05:44.795,4.500
08/06/2023 02:05:45.802,4.500
08/06/2023 02:05:46.812,4.500
08/06/2023 02:05:47.824,4.500
08/06/2023 02:05:48.839,4.500
08/06/2023 02:05:49.872,4.500
08/06/2023 02:05:50.892,4.500
08/06/2023 02:05:51.910,4.500
08/06/2023 02:05:52.938,4.500
08/06/2023 02:05:53.953,4.500
08/06/2023 02:05:54.971,4.500
08/06/2023 02:05:55.982,4.500
08/06/2023 02:05:57.003,4.500
08/06/2023 02:05:58.035,4.500
08/06/2023 02:05:59.058,4.500
08/06/2023 02:06:00.078,4.500
08/06/2023 02:06:01.087,4.500
08/06/2023 02:06:02.113,4.500
08/06/2023 02:06:03.132,4.500
08/06/2023 02:06:04.142,4.500
08/06/2023 02:06:05.152,4.500
08/06/2023 02:06:06.164,4.500
08/06/2023 02:06:07.187,4.500
08/06/2023 02:06:08.215,4.500
08/06/2023 02:06:09.227,4.500
08/06/2023 02:06:10.238,4.500
08/06/2023 02:06:11.258,4.500
08/06/2023 02:06:12.276,4.500
08/06/2023 02:06:13.289,4.500
08/06/2023 02:06:14.312,4.500
08/06/2023 02:06:15.323,4.500
08/06/2023 02:06:16.345,4.500
08/06/2023 02:06:17.372,4.500
08/06/2023 02:06:18.387,4.500
08/06/2023 02:06:19.407,4.500
08/06/2023 02:06:20.414,4.500
08/06/2023 02:06:21.425,4.500
08/06/2023 02:06:22.438,4.500
08/06/2023 02:06:23.448,4.500
08/06/2023 02:06:24.460,4.500
08/06/2023 02:06:25.470,4.500
08/06/2023 02:06:26.492,4.500
08/06/2023 02:06:27.517,4.500
08/06/2023 02:06:28.547,4.500
08/06/2023 02:06:29.571,4.500
08/06/2023 02:06:30.581,4.500
08/06/2023 02:06:31.590,4.500
08/06/2023 02:06:32.605,4.500
08/06/2023 02:06:33.635,4.500
08/06/2023 02:06:34.654,4.500
08/06/2023 02:06:35.662,4.500
08/06/2023 02:06:36.683,4.500
08/06/2023 02:06:37.707,4.500
08/06/2023 02:06:38.732,4.500
08/06/2023 02:06:39.751,4.500
08/06/2023 02:06:40.772,4.500
08/06/2023 02:06:41.792,4.500
08/06/2023 02:06:42.824,4.500
08/06/2023 02:06:43.836,4.500
08/06/2023 02:06:44.860,4.500
08/06/2023 02:06:45.869,4.500
08/06/2023 02:06:46.878,4.500
08/06/2023 02:06:47.888,4.500
08/06/2023 02:06:48.898,4.500
08/06/2023 02:06:49.912,4.500
08/06/2023 02:06:50.919,4.500
08/06/2023 02:06:51.930,4.500
08/06/2023 02:06:52.941,4.500
08/06/2023 02:06:53.963,4.500
08/06/2023 02:06:54.973,4.500
08/06/2023 02:06:55.987,4.500
08/06/2023 02:06:56.999,4.500
08/06/2023 02:06:58.013,4.500
08/06/2023 02:06:59.023,4.500
08/06/2023 02:07:00.035,4.500
08/06/2023 02:07:01.047,4.500
08/06/2023 02:07:02.056,4.500
08/06/2023 02:07:03.069,4.500
