'EPIC Ga.PID.wOP Log File

'Date,Ga.PID.wOP
08/06/2023 03:46:52.374,6.000
08/06/2023 03:46:53.381,6.000
08/06/2023 03:46:54.392,6.000
08/06/2023 03:46:55.401,6.000
08/06/2023 03:46:56.412,6.000
08/06/2023 03:46:57.418,5.900
08/06/2023 03:46:58.433,6.100
08/06/2023 03:46:59.442,6.000
08/06/2023 03:47:00.454,6.000
08/06/2023 03:47:01.472,5.900
08/06/2023 03:47:02.493,6.000
08/06/2023 03:47:03.506,6.000
08/06/2023 03:47:04.523,6.000
08/06/2023 03:47:05.534,6.100
08/06/2023 03:47:06.550,6.000
08/06/2023 03:47:07.571,6.000
08/06/2023 03:47:08.585,6.000
08/06/2023 03:47:09.595,6.000
08/06/2023 03:47:10.604,6.000
08/06/2023 03:47:11.611,6.000
08/06/2023 03:47:12.620,6.000
08/06/2023 03:47:13.633,6.000
08/06/2023 03:47:14.643,6.000
08/06/2023 03:47:15.653,6.000
08/06/2023 03:47:16.659,6.000
08/06/2023 03:47:17.674,6.000
08/06/2023 03:47:18.680,6.000
08/06/2023 03:47:19.699,6.000
08/06/2023 03:47:20.730,6.000
08/06/2023 03:47:21.737,6.100
08/06/2023 03:47:22.748,6.100
08/06/2023 03:47:23.762,6.100
08/06/2023 03:47:24.774,6.000
08/06/2023 03:47:25.783,6.000
08/06/2023 03:47:26.794,6.000
08/06/2023 03:47:27.806,6.000
08/06/2023 03:47:28.827,6.000
08/06/2023 03:47:29.840,6.000
08/06/2023 03:47:30.849,6.000
08/06/2023 03:47:31.856,6.000
08/06/2023 03:47:32.862,6.000
08/06/2023 03:47:33.889,6.000
08/06/2023 03:47:34.895,6.000
08/06/2023 03:47:35.918,6.000
08/06/2023 03:47:36.931,6.000
08/06/2023 03:47:37.951,6.000
08/06/2023 03:47:38.964,6.000
08/06/2023 03:47:39.973,6.000
08/06/2023 03:47:40.995,6.000
08/06/2023 03:47:42.005,6.000
08/06/2023 03:47:43.012,6.000
08/06/2023 03:47:44.023,5.900
08/06/2023 03:47:45.057,6.000
08/06/2023 03:47:46.070,6.000
08/06/2023 03:47:47.084,5.900
08/06/2023 03:47:48.106,6.000
08/06/2023 03:47:49.116,6.000
08/06/2023 03:47:50.127,6.000
08/06/2023 03:47:51.135,6.000
08/06/2023 03:47:52.144,6.000
08/06/2023 03:47:53.164,5.900
08/06/2023 03:47:54.173,5.900
08/06/2023 03:47:55.194,6.000
08/06/2023 03:47:56.202,6.000
08/06/2023 03:47:57.212,5.900
08/06/2023 03:47:58.225,6.100
08/06/2023 03:47:59.239,6.000
08/06/2023 03:48:00.255,6.000
08/06/2023 03:48:01.274,6.000
08/06/2023 03:48:02.291,6.000
08/06/2023 03:48:03.312,6.000
08/06/2023 03:48:04.341,6.000
08/06/2023 03:48:05.359,6.000
08/06/2023 03:48:06.369,6.000
08/06/2023 03:48:07.403,6.000
08/06/2023 03:48:08.417,6.000
08/06/2023 03:48:09.431,6.000
08/06/2023 03:48:10.450,6.000
08/06/2023 03:48:11.457,6.000
08/06/2023 03:48:12.466,6.000
08/06/2023 03:48:13.477,6.000
08/06/2023 03:48:14.484,6.000
08/06/2023 03:48:15.494,6.000
08/06/2023 03:48:16.508,6.000
08/06/2023 03:48:17.516,5.900
08/06/2023 03:48:18.543,5.900
08/06/2023 03:48:19.550,6.000
08/06/2023 03:48:20.558,6.000
08/06/2023 03:48:21.565,5.900
08/06/2023 03:48:22.584,5.900
08/06/2023 03:48:23.604,6.000
08/06/2023 03:48:24.630,6.000
08/06/2023 03:48:25.642,6.000
08/06/2023 03:48:26.663,6.000
08/06/2023 03:48:27.674,5.900
08/06/2023 03:48:28.692,6.000
08/06/2023 03:48:29.713,5.900
08/06/2023 03:48:30.731,6.000
08/06/2023 03:48:31.746,6.000
08/06/2023 03:48:32.760,5.900
08/06/2023 03:48:33.767,6.000
08/06/2023 03:48:34.787,6.000
08/06/2023 03:48:35.795,5.900
08/06/2023 03:48:36.803,6.000
08/06/2023 03:48:37.813,5.900
08/06/2023 03:48:38.824,6.000
08/06/2023 03:48:39.833,5.900
08/06/2023 03:48:40.846,6.000
08/06/2023 03:48:41.853,6.000
08/06/2023 03:48:42.858,5.900
08/06/2023 03:48:43.872,6.000
08/06/2023 03:48:44.882,5.900
08/06/2023 03:48:45.891,6.000
08/06/2023 03:48:46.897,6.000
08/06/2023 03:48:47.907,6.000
08/06/2023 03:48:48.916,6.000
08/06/2023 03:48:49.923,6.000
08/06/2023 03:48:50.932,6.000
08/06/2023 03:48:51.964,6.000
08/06/2023 03:48:52.978,6.100
08/06/2023 03:48:54.001,6.000
08/06/2023 03:48:55.012,6.000
08/06/2023 03:48:56.034,6.000
08/06/2023 03:48:57.057,6.100
08/06/2023 03:48:58.064,6.000
08/06/2023 03:48:59.089,6.000
08/06/2023 03:49:00.106,6.000
08/06/2023 03:49:01.128,6.000
08/06/2023 03:49:02.136,6.000
08/06/2023 03:49:03.150,6.100
08/06/2023 03:49:04.166,6.000
08/06/2023 03:49:05.185,6.000
08/06/2023 03:49:06.202,6.100
08/06/2023 03:49:07.212,6.000
08/06/2023 03:49:08.226,5.900
08/06/2023 03:49:09.244,6.100
08/06/2023 03:49:10.253,6.000
08/06/2023 03:49:11.265,6.000
08/06/2023 03:49:12.273,6.000
08/06/2023 03:49:13.285,5.900
08/06/2023 03:49:14.304,5.900
08/06/2023 03:49:15.325,6.000
08/06/2023 03:49:16.333,5.900
08/06/2023 03:49:17.353,6.100
08/06/2023 03:49:18.375,6.100
08/06/2023 03:49:19.389,6.000
08/06/2023 03:49:20.401,6.000
08/06/2023 03:49:21.422,5.900
08/06/2023 03:49:22.433,6.000
08/06/2023 03:49:23.453,5.900
08/06/2023 03:49:24.464,5.900
08/06/2023 03:49:25.472,6.000
08/06/2023 03:49:26.483,5.900
08/06/2023 03:49:27.494,6.000
08/06/2023 03:49:28.505,6.000
08/06/2023 03:49:29.518,5.900
08/06/2023 03:49:30.534,6.000
08/06/2023 03:49:31.549,6.000
08/06/2023 03:49:32.558,6.000
08/06/2023 03:49:33.576,6.000
08/06/2023 03:49:34.586,6.000
08/06/2023 03:49:35.608,6.000
08/06/2023 03:49:36.615,6.000
08/06/2023 03:49:37.625,6.000
08/06/2023 03:49:38.639,5.900
08/06/2023 03:49:39.649,5.900
08/06/2023 03:49:40.660,6.000
08/06/2023 03:49:41.672,6.000
08/06/2023 03:49:42.682,6.000
08/06/2023 03:49:43.689,6.000
08/06/2023 03:49:44.709,6.000
08/06/2023 03:49:45.717,6.000
08/06/2023 03:49:46.737,6.000
08/06/2023 03:49:47.745,6.000
08/06/2023 03:49:48.771,6.000
08/06/2023 03:49:49.790,6.000
08/06/2023 03:49:50.798,6.000
08/06/2023 03:49:51.809,6.000
08/06/2023 03:49:52.829,6.000
08/06/2023 03:49:53.846,6.000
08/06/2023 03:49:54.855,6.000
08/06/2023 03:49:55.863,6.100
08/06/2023 03:49:56.869,6.000
08/06/2023 03:49:57.893,6.000
08/06/2023 03:49:58.903,6.000
08/06/2023 03:49:59.911,6.000
08/06/2023 03:50:00.921,6.000
08/06/2023 03:50:01.934,6.000
08/06/2023 03:50:02.950,6.000
08/06/2023 03:50:03.963,6.000
08/06/2023 03:50:04.980,6.000
08/06/2023 03:50:06.000,6.000
08/06/2023 03:50:07.023,6.000
08/06/2023 03:50:08.041,6.000
08/06/2023 03:50:09.057,6.100
08/06/2023 03:50:10.068,6.000
08/06/2023 03:50:11.088,6.000
08/06/2023 03:50:12.105,6.000
08/06/2023 03:50:13.122,6.000
08/06/2023 03:50:14.132,6.000
08/06/2023 03:50:15.140,6.000
08/06/2023 03:50:16.151,6.100
08/06/2023 03:50:17.161,6.000
08/06/2023 03:50:18.182,6.000
08/06/2023 03:50:19.203,6.000
08/06/2023 03:50:20.211,6.000
08/06/2023 03:50:21.218,6.000
08/06/2023 03:50:22.232,6.000
08/06/2023 03:50:23.255,6.000
08/06/2023 03:50:24.273,6.100
08/06/2023 03:50:25.283,6.000
08/06/2023 03:50:26.289,6.100
08/06/2023 03:50:27.298,6.000
08/06/2023 03:50:28.307,6.000
08/06/2023 03:50:29.328,6.000
08/06/2023 03:50:30.335,6.000
08/06/2023 03:50:31.342,6.000
08/06/2023 03:50:32.359,6.000
08/06/2023 03:50:33.384,6.000
08/06/2023 03:50:34.410,5.900
08/06/2023 03:50:35.434,6.000
08/06/2023 03:50:36.449,5.900
08/06/2023 03:50:37.467,5.900
08/06/2023 03:50:38.487,6.000
08/06/2023 03:50:39.495,6.000
08/06/2023 03:50:40.516,5.900
08/06/2023 03:50:41.529,5.900
08/06/2023 03:50:42.540,5.900
08/06/2023 03:50:43.547,6.000
08/06/2023 03:50:44.556,5.900
08/06/2023 03:50:45.579,5.900
08/06/2023 03:50:46.585,6.000
08/06/2023 03:50:47.599,5.900
08/06/2023 03:50:48.609,5.900
08/06/2023 03:50:49.617,6.000
08/06/2023 03:50:50.636,6.000
08/06/2023 03:50:51.646,6.000
08/06/2023 03:50:52.658,6.000
08/06/2023 03:50:53.677,6.000
08/06/2023 03:50:54.686,6.000
08/06/2023 03:50:55.701,6.000
08/06/2023 03:50:56.721,6.000
08/06/2023 03:50:57.735,6.000
08/06/2023 03:50:58.751,6.000
08/06/2023 03:50:59.770,6.000
08/06/2023 03:51:00.778,6.100
08/06/2023 03:51:01.788,6.000
08/06/2023 03:51:02.797,6.100
08/06/2023 03:51:03.803,6.100
08/06/2023 03:51:04.813,6.100
08/06/2023 03:51:05.832,6.100
08/06/2023 03:51:06.841,6.100
08/06/2023 03:51:07.857,6.000
08/06/2023 03:51:08.880,6.100
08/06/2023 03:51:09.885,6.100
08/06/2023 03:51:10.895,6.000
08/06/2023 03:51:11.915,6.000
08/06/2023 03:51:12.924,6.000
08/06/2023 03:51:13.946,6.100
08/06/2023 03:51:14.970,6.000
08/06/2023 03:51:15.995,6.000
08/06/2023 03:51:17.007,6.000
08/06/2023 03:51:18.016,6.000
08/06/2023 03:51:19.042,6.000
08/06/2023 03:51:20.058,6.000
08/06/2023 03:51:21.076,6.000
08/06/2023 03:51:22.094,6.000
08/06/2023 03:51:23.110,6.000
08/06/2023 03:51:24.120,5.900
08/06/2023 03:51:25.134,6.000
08/06/2023 03:51:26.155,6.000
08/06/2023 03:51:27.161,6.000
08/06/2023 03:51:28.177,5.900
08/06/2023 03:51:29.194,6.000
08/06/2023 03:51:30.200,6.000
08/06/2023 03:51:31.208,6.000
08/06/2023 03:51:32.229,5.900
08/06/2023 03:51:33.235,5.900
08/06/2023 03:51:34.248,5.900
08/06/2023 03:51:35.265,6.000
08/06/2023 03:51:36.272,5.900
08/06/2023 03:51:37.291,6.000
08/06/2023 03:51:38.309,5.900
08/06/2023 03:51:39.316,6.000
08/06/2023 03:51:40.337,6.000
08/06/2023 03:51:41.351,5.900
08/06/2023 03:51:42.361,6.000
08/06/2023 03:51:43.376,5.900
08/06/2023 03:51:44.393,6.000
08/06/2023 03:51:45.401,6.000
08/06/2023 03:51:46.413,5.900
08/06/2023 03:51:47.421,6.000
08/06/2023 03:51:48.437,6.000
08/06/2023 03:51:49.462,5.900
08/06/2023 03:51:50.479,6.000
08/06/2023 03:51:51.487,6.000
08/06/2023 03:51:52.493,6.000
08/06/2023 03:51:53.503,6.000
08/06/2023 03:51:54.517,5.900
08/06/2023 03:51:55.540,6.000
08/06/2023 03:51:56.560,6.000
08/06/2023 03:51:57.571,6.000
08/06/2023 03:51:58.580,6.000
08/06/2023 03:51:59.591,6.000
08/06/2023 03:52:00.611,6.000
08/06/2023 03:52:01.618,6.000
08/06/2023 03:52:02.627,6.000
08/06/2023 03:52:03.648,5.900
08/06/2023 03:52:04.659,6.000
08/06/2023 03:52:05.671,6.000
08/06/2023 03:52:06.690,6.000
08/06/2023 03:52:07.697,6.000
08/06/2023 03:52:08.722,6.100
08/06/2023 03:52:09.747,6.000
08/06/2023 03:52:10.758,6.000
08/06/2023 03:52:11.777,5.900
08/06/2023 03:52:12.789,6.000
08/06/2023 03:52:13.800,6.000
08/06/2023 03:52:14.811,6.000
08/06/2023 03:52:15.832,6.000
08/06/2023 03:52:16.839,6.000
08/06/2023 03:52:17.846,6.000
08/06/2023 03:52:18.854,6.100
08/06/2023 03:52:19.865,6.000
08/06/2023 03:52:20.895,6.000
08/06/2023 03:52:21.912,6.000
08/06/2023 03:52:22.933,6.000
08/06/2023 03:52:23.955,6.000
08/06/2023 03:52:24.968,6.000
08/06/2023 03:52:25.989,6.000
08/06/2023 03:52:27.008,5.900
08/06/2023 03:52:28.016,6.000
08/06/2023 03:52:29.023,6.000
08/06/2023 03:52:30.044,5.900
08/06/2023 03:52:31.053,6.000
08/06/2023 03:52:32.064,6.000
08/06/2023 03:52:33.079,6.000
08/06/2023 03:52:34.088,5.900
08/06/2023 03:52:35.105,6.000
08/06/2023 03:52:36.123,6.000
08/06/2023 03:52:37.135,6.000
08/06/2023 03:52:38.142,6.000
08/06/2023 03:52:39.160,6.000
08/06/2023 03:52:40.168,6.000
08/06/2023 03:52:41.183,5.900
08/06/2023 03:52:42.194,5.900
08/06/2023 03:52:43.202,6.000
08/06/2023 03:52:44.222,5.900
08/06/2023 03:52:45.243,6.000
08/06/2023 03:52:46.258,6.000
08/06/2023 03:52:47.278,5.900
08/06/2023 03:52:48.311,6.000
08/06/2023 03:52:49.321,6.000
08/06/2023 03:52:50.334,6.000
08/06/2023 03:52:51.350,6.000
08/06/2023 03:52:52.367,6.000
08/06/2023 03:52:53.376,6.000
08/06/2023 03:52:54.395,6.000
08/06/2023 03:52:55.424,6.000
08/06/2023 03:52:56.441,6.000
08/06/2023 03:52:57.461,6.000
08/06/2023 03:52:58.486,6.100
08/06/2023 03:52:59.505,6.100
08/06/2023 03:53:00.515,6.000
08/06/2023 03:53:01.536,6.000
08/06/2023 03:53:02.569,6.000
08/06/2023 03:53:03.586,6.100
08/06/2023 03:53:04.616,6.100
08/06/2023 03:53:05.625,6.000
08/06/2023 03:53:06.635,6.000
08/06/2023 03:53:07.646,6.000
08/06/2023 03:53:08.666,6.000
08/06/2023 03:53:09.687,6.000
08/06/2023 03:53:10.696,6.100
08/06/2023 03:53:11.709,6.100
08/06/2023 03:53:12.731,6.000
08/06/2023 03:53:13.739,6.000
08/06/2023 03:53:14.748,6.000
08/06/2023 03:53:15.755,6.000
08/06/2023 03:53:16.779,6.100
08/06/2023 03:53:17.797,6.000
08/06/2023 03:53:18.814,6.000
08/06/2023 03:53:19.821,6.100
08/06/2023 03:53:20.842,6.100
08/06/2023 03:53:21.849,6.000
08/06/2023 03:53:22.862,5.900
08/06/2023 03:53:23.876,6.000
08/06/2023 03:53:24.887,6.000
08/06/2023 03:53:25.898,5.900
08/06/2023 03:53:26.908,6.000
08/06/2023 03:53:27.915,6.000
08/06/2023 03:53:28.933,6.000
08/06/2023 03:53:29.950,6.000
08/06/2023 03:53:30.964,6.000
08/06/2023 03:53:31.982,6.000
08/06/2023 03:53:32.991,5.900
08/06/2023 03:53:34.000,6.000
08/06/2023 03:53:35.021,6.000
08/06/2023 03:53:36.039,5.900
08/06/2023 03:53:37.051,6.000
08/06/2023 03:53:38.060,6.000
08/06/2023 03:53:39.068,5.900
08/06/2023 03:53:40.085,6.000
08/06/2023 03:53:41.120,6.000
08/06/2023 03:53:42.139,6.000
08/06/2023 03:53:43.153,6.000
08/06/2023 03:53:44.174,6.000
08/06/2023 03:53:45.183,6.000
08/06/2023 03:53:46.192,6.000
08/06/2023 03:53:47.201,6.000
08/06/2023 03:53:48.207,6.000
08/06/2023 03:53:49.219,6.000
08/06/2023 03:53:50.238,6.100
08/06/2023 03:53:51.246,6.000
08/06/2023 03:53:52.271,6.000
08/06/2023 03:53:53.291,6.000
08/06/2023 03:53:54.299,6.000
08/06/2023 03:53:55.319,6.000
08/06/2023 03:53:56.326,5.900
08/06/2023 03:53:57.337,6.000
08/06/2023 03:53:58.349,5.900
08/06/2023 03:53:59.360,6.100
08/06/2023 03:54:00.367,5.900
08/06/2023 03:54:01.375,6.000
08/06/2023 03:54:02.388,5.900
08/06/2023 03:54:03.399,6.000
08/06/2023 03:54:04.414,6.000
08/06/2023 03:54:05.420,6.000
08/06/2023 03:54:06.434,6.000
08/06/2023 03:54:07.449,6.000
08/06/2023 03:54:08.463,6.000
08/06/2023 03:54:09.484,6.000
08/06/2023 03:54:10.502,6.000
08/06/2023 03:54:11.511,6.000
08/06/2023 03:54:12.522,5.900
08/06/2023 03:54:13.531,6.000
08/06/2023 03:54:14.542,6.000
08/06/2023 03:54:15.561,6.000
08/06/2023 03:54:16.571,6.000
08/06/2023 03:54:17.580,6.000
08/06/2023 03:54:18.597,6.000
08/06/2023 03:54:19.620,5.900
08/06/2023 03:54:20.635,5.900
08/06/2023 03:54:21.645,6.000
08/06/2023 03:54:22.656,6.000
08/06/2023 03:54:23.666,6.000
08/06/2023 03:54:24.681,6.000
08/06/2023 03:54:25.689,6.000
08/06/2023 03:54:26.707,6.100
08/06/2023 03:54:27.717,6.000
08/06/2023 03:54:28.731,6.000
08/06/2023 03:54:29.750,6.000
08/06/2023 03:54:30.758,6.000
08/06/2023 03:54:31.782,6.000
08/06/2023 03:54:32.792,6.000
08/06/2023 03:54:33.813,6.000
08/06/2023 03:54:34.835,6.000
08/06/2023 03:54:35.864,6.000
08/06/2023 03:54:36.881,6.000
08/06/2023 03:54:37.898,6.000
08/06/2023 03:54:38.922,6.000
08/06/2023 03:54:39.947,6.000
08/06/2023 03:54:40.964,6.000
08/06/2023 03:54:41.970,6.000
08/06/2023 03:54:42.978,6.000
08/06/2023 03:54:43.984,6.000
08/06/2023 03:54:44.997,6.000
08/06/2023 03:54:46.008,6.000
08/06/2023 03:54:47.020,6.000
08/06/2023 03:54:48.030,6.000
08/06/2023 03:54:49.039,6.000
08/06/2023 03:54:50.065,6.000
08/06/2023 03:54:51.085,6.000
08/06/2023 03:54:52.095,6.000
08/06/2023 03:54:53.100,6.000
08/06/2023 03:54:54.112,5.900
08/06/2023 03:54:55.119,6.000
08/06/2023 03:54:56.128,5.900
08/06/2023 03:54:57.143,6.100
08/06/2023 03:54:58.150,6.000
08/06/2023 03:54:59.169,5.900
08/06/2023 03:55:00.182,6.000
08/06/2023 03:55:01.203,6.000
08/06/2023 03:55:02.213,6.000
08/06/2023 03:55:03.225,6.000
08/06/2023 03:55:04.247,6.000
08/06/2023 03:55:05.256,5.900
08/06/2023 03:55:06.263,6.000
08/06/2023 03:55:07.270,6.000
08/06/2023 03:55:08.286,6.000
08/06/2023 03:55:09.293,6.100
08/06/2023 03:55:10.304,6.000
08/06/2023 03:55:11.314,6.000
08/06/2023 03:55:12.322,6.000
08/06/2023 03:55:13.336,6.000
08/06/2023 03:55:14.344,6.000
08/06/2023 03:55:15.356,6.000
08/06/2023 03:55:16.364,6.000
08/06/2023 03:55:17.372,6.000
08/06/2023 03:55:18.394,6.000
08/06/2023 03:55:19.404,6.000
08/06/2023 03:55:20.423,6.000
08/06/2023 03:55:21.430,5.900
08/06/2023 03:55:22.441,5.900
08/06/2023 03:55:23.467,6.000
08/06/2023 03:55:24.488,6.000
08/06/2023 03:55:25.496,6.000
08/06/2023 03:55:26.507,6.000
08/06/2023 03:55:27.518,6.100
08/06/2023 03:55:28.529,6.000
08/06/2023 03:55:29.538,6.000
08/06/2023 03:55:30.549,5.900
08/06/2023 03:55:31.569,6.000
08/06/2023 03:55:32.580,6.000
08/06/2023 03:55:33.588,6.000
08/06/2023 03:55:34.596,6.000
08/06/2023 03:55:35.607,6.000
08/06/2023 03:55:36.615,6.000
08/06/2023 03:55:37.622,6.000
08/06/2023 03:55:38.631,6.000
08/06/2023 03:55:39.641,6.000
08/06/2023 03:55:40.651,5.900
08/06/2023 03:55:41.663,6.000
08/06/2023 03:55:42.674,6.000
08/06/2023 03:55:43.699,5.900
08/06/2023 03:55:44.721,6.000
08/06/2023 03:55:45.734,6.000
08/06/2023 03:55:46.743,6.000
08/06/2023 03:55:47.751,6.000
08/06/2023 03:55:48.760,6.000
08/06/2023 03:55:49.767,6.000
08/06/2023 03:55:50.788,6.000
08/06/2023 03:55:51.797,6.000
08/06/2023 03:55:52.830,6.000
08/06/2023 03:55:53.852,6.000
08/06/2023 03:55:54.872,6.000
08/06/2023 03:55:55.881,6.000
08/06/2023 03:55:56.889,6.000
08/06/2023 03:55:57.914,6.000
08/06/2023 03:55:58.933,6.000
08/06/2023 03:55:59.941,6.000
08/06/2023 03:56:00.951,6.100
08/06/2023 03:56:01.959,6.000
08/06/2023 03:56:02.980,6.000
08/06/2023 03:56:03.994,6.000
08/06/2023 03:56:05.003,6.000
08/06/2023 03:56:06.010,6.100
08/06/2023 03:56:07.017,6.000
08/06/2023 03:56:08.028,6.000
08/06/2023 03:56:09.039,6.000
08/06/2023 03:56:10.052,6.000
08/06/2023 03:56:11.061,6.000
08/06/2023 03:56:12.074,6.000
08/06/2023 03:56:13.080,6.000
08/06/2023 03:56:14.089,6.000
08/06/2023 03:56:15.100,6.000
08/06/2023 03:56:16.113,6.000
08/06/2023 03:56:17.125,6.000
08/06/2023 03:56:18.153,6.000
08/06/2023 03:56:19.172,6.000
08/06/2023 03:56:20.182,6.000
08/06/2023 03:56:21.192,6.000
08/06/2023 03:56:22.202,6.000
08/06/2023 03:56:23.228,6.000
08/06/2023 03:56:24.242,5.900
08/06/2023 03:56:25.249,6.000
08/06/2023 03:56:26.268,6.000
08/06/2023 03:56:27.281,6.000
08/06/2023 03:56:28.295,5.900
08/06/2023 03:56:29.318,6.000
08/06/2023 03:56:30.338,5.900
08/06/2023 03:56:31.351,6.000
08/06/2023 03:56:32.359,6.000
08/06/2023 03:56:33.366,5.900
08/06/2023 03:56:34.379,6.000
08/06/2023 03:56:35.389,5.900
08/06/2023 03:56:36.397,6.000
08/06/2023 03:56:37.405,6.000
08/06/2023 03:56:38.412,6.000
08/06/2023 03:56:39.422,6.000
08/06/2023 03:56:40.446,5.900
08/06/2023 03:56:41.469,6.000
08/06/2023 03:56:42.487,6.000
08/06/2023 03:56:43.500,6.000
08/06/2023 03:56:44.509,6.000
08/06/2023 03:56:45.522,6.100
08/06/2023 03:56:46.534,6.000
08/06/2023 03:56:47.541,6.100
08/06/2023 03:56:48.555,6.100
08/06/2023 03:56:49.574,6.000
08/06/2023 03:56:50.587,5.900
08/06/2023 03:56:51.609,6.000
08/06/2023 03:56:52.620,6.000
08/06/2023 03:56:53.641,6.000
08/06/2023 03:56:54.651,6.000
08/06/2023 03:56:55.672,5.900
08/06/2023 03:56:56.681,6.000
08/06/2023 03:56:57.693,6.000
08/06/2023 03:56:58.701,6.000
08/06/2023 03:56:59.716,6.000
08/06/2023 03:57:00.730,5.900
08/06/2023 03:57:01.752,6.000
08/06/2023 03:57:02.772,6.000
08/06/2023 03:57:03.780,6.000
08/06/2023 03:57:04.790,6.000
08/06/2023 03:57:05.800,5.900
08/06/2023 03:57:06.822,6.000
08/06/2023 03:57:07.843,5.900
08/06/2023 03:57:08.867,6.000
08/06/2023 03:57:09.888,6.000
08/06/2023 03:57:10.908,6.000
08/06/2023 03:57:11.915,6.000
08/06/2023 03:57:12.927,5.900
08/06/2023 03:57:13.936,6.000
08/06/2023 03:57:14.955,6.000
08/06/2023 03:57:15.969,6.000
08/06/2023 03:57:16.989,5.900
08/06/2023 03:57:17.997,5.900
08/06/2023 03:57:19.007,6.000
08/06/2023 03:57:20.017,6.000
08/06/2023 03:57:21.040,6.100
08/06/2023 03:57:22.067,6.000
08/06/2023 03:57:23.078,6.000
08/06/2023 03:57:24.098,6.100
08/06/2023 03:57:25.105,6.100
08/06/2023 03:57:26.114,6.000
08/06/2023 03:57:27.124,6.000
08/06/2023 03:57:28.142,6.000
08/06/2023 03:57:29.157,6.000
08/06/2023 03:57:30.168,6.100
08/06/2023 03:57:31.179,6.000
08/06/2023 03:57:32.185,6.000
08/06/2023 03:57:33.195,6.100
08/06/2023 03:57:34.205,6.100
08/06/2023 03:57:35.228,6.100
08/06/2023 03:57:36.239,6.100
08/06/2023 03:57:37.251,6.000
08/06/2023 03:57:38.258,6.100
08/06/2023 03:57:39.264,6.000
08/06/2023 03:57:40.274,6.000
08/06/2023 03:57:41.282,6.100
08/06/2023 03:57:42.302,6.000
08/06/2023 03:57:43.311,6.100
08/06/2023 03:57:44.340,6.000
08/06/2023 03:57:45.349,6.100
08/06/2023 03:57:46.356,6.000
08/06/2023 03:57:47.375,6.000
08/06/2023 03:57:48.391,6.100
08/06/2023 03:57:49.397,6.000
08/06/2023 03:57:50.405,6.000
08/06/2023 03:57:51.413,6.000
08/06/2023 03:57:52.421,6.000
08/06/2023 03:57:53.431,6.000
08/06/2023 03:57:54.444,6.000
08/06/2023 03:57:55.450,6.000
08/06/2023 03:57:56.463,6.000
08/06/2023 03:57:57.472,5.900
08/06/2023 03:57:58.483,6.000
08/06/2023 03:57:59.489,6.000
08/06/2023 03:58:00.499,5.900
08/06/2023 03:58:01.506,6.000
08/06/2023 03:58:02.514,6.000
08/06/2023 03:58:03.524,6.100
08/06/2023 03:58:04.530,6.000
08/06/2023 03:58:05.541,5.900
08/06/2023 03:58:06.563,6.000
08/06/2023 03:58:07.575,6.000
08/06/2023 03:58:08.592,5.900
08/06/2023 03:58:09.601,6.000
08/06/2023 03:58:10.611,6.000
08/06/2023 03:58:11.630,6.000
08/06/2023 03:58:12.642,5.900
08/06/2023 03:58:13.656,6.000
08/06/2023 03:58:14.667,6.000
08/06/2023 03:58:15.686,5.900
08/06/2023 03:58:16.707,6.000
08/06/2023 03:58:17.714,6.000
08/06/2023 03:58:18.722,6.100
08/06/2023 03:58:19.734,6.000
08/06/2023 03:58:20.746,5.900
08/06/2023 03:58:21.767,6.000
08/06/2023 03:58:22.778,6.000
08/06/2023 03:58:23.787,5.900
08/06/2023 03:58:24.799,6.000
08/06/2023 03:58:25.813,6.000
08/06/2023 03:58:26.822,6.000
08/06/2023 03:58:27.839,6.000
08/06/2023 03:58:28.845,6.000
08/06/2023 03:58:29.856,6.000
08/06/2023 03:58:30.877,6.000
08/06/2023 03:58:31.886,6.000
08/06/2023 03:58:32.896,6.100
08/06/2023 03:58:33.904,6.000
08/06/2023 03:58:34.913,5.900
08/06/2023 03:58:35.921,6.000
08/06/2023 03:58:36.936,6.000
08/06/2023 03:58:37.959,6.100
08/06/2023 03:58:38.966,6.000
08/06/2023 03:58:39.973,6.000
08/06/2023 03:58:40.986,6.000
08/06/2023 03:58:42.003,6.000
08/06/2023 03:58:43.023,6.000
08/06/2023 03:58:44.035,6.000
08/06/2023 03:58:45.041,6.000
08/06/2023 03:58:46.051,6.000
08/06/2023 03:58:47.060,6.000
08/06/2023 03:58:48.071,6.100
08/06/2023 03:58:49.078,6.000
08/06/2023 03:58:50.087,6.100
08/06/2023 03:58:51.096,6.000
08/06/2023 03:58:52.123,6.000
08/06/2023 03:58:53.134,6.100
08/06/2023 03:58:54.146,6.000
08/06/2023 03:58:55.157,6.100
08/06/2023 03:58:56.167,6.000
08/06/2023 03:58:57.176,6.000
08/06/2023 03:58:58.186,6.000
08/06/2023 03:58:59.192,5.900
08/06/2023 03:59:00.200,6.000
08/06/2023 03:59:01.210,6.100
08/06/2023 03:59:02.220,6.000
08/06/2023 03:59:03.228,6.000
08/06/2023 03:59:04.238,6.000
08/06/2023 03:59:05.249,6.000
08/06/2023 03:59:06.259,6.000
08/06/2023 03:59:07.269,6.000
08/06/2023 03:59:08.282,6.000
08/06/2023 03:59:09.293,6.000
08/06/2023 03:59:10.315,6.000
08/06/2023 03:59:11.321,6.000
08/06/2023 03:59:12.341,6.100
08/06/2023 03:59:13.358,6.000
08/06/2023 03:59:14.387,6.000
08/06/2023 03:59:15.398,6.000
08/06/2023 03:59:16.409,6.000
